1	1	0	0	0
2	1	0.78161	0.78161	0
3	1	0.78161	0	0.78161
4	1	0	0.78161	0.78161
5	1	1.5632	0	0
6	1	2.3448	0.78161	0
7	1	2.3448	0	0.78161
8	1	1.5632	0.78161	0.78161
9	1	3.1265	0	0
10	1	3.9081	0.78161	0
11	1	3.9081	0	0.78161
12	1	3.1265	0.78161	0.78161
13	1	4.6897	0	0
14	1	5.4713	0.78161	0
15	1	5.4713	0	0.78161
16	1	4.6897	0.78161	0.78161
17	1	6.2529	0	0
18	1	7.0345	0.78161	0
19	1	7.0345	0	0.78161
20	1	6.2529	0.78161	0.78161
21	1	7.8161	0	0
22	1	8.5977	0.78161	0
23	1	8.5977	0	0.78161
24	1	7.8161	0.78161	0.78161
25	1	9.3794	0	0
26	1	10.161	0.78161	0
27	1	10.161	0	0.78161
28	1	9.3794	0.78161	0.78161
29	1	10.943	0	0
30	1	11.724	0.78161	0
31	1	11.724	0	0.78161
32	1	10.943	0.78161	0.78161
33	1	0	0	1.5632
34	1	0.78161	0.78161	1.5632
35	1	0.78161	0	2.3448
36	1	0	0.78161	2.3448
37	1	1.5632	0	1.5632
38	1	2.3448	0.78161	1.5632
39	1	2.3448	0	2.3448
40	1	1.5632	0.78161	2.3448
41	1	3.1265	0	1.5632
42	1	3.9081	0.78161	1.5632
43	1	3.9081	0	2.3448
44	1	3.1265	0.78161	2.3448
45	1	4.6897	0	1.5632
46	1	5.4713	0.78161	1.5632
47	1	5.4713	0	2.3448
48	1	4.6897	0.78161	2.3448
49	1	6.2529	0	1.5632
50	1	7.0345	0.78161	1.5632
51	1	7.0345	0	2.3448
52	1	6.2529	0.78161	2.3448
53	1	7.8161	0	1.5632
54	1	8.5977	0.78161	1.5632
55	1	8.5977	0	2.3448
56	1	7.8161	0.78161	2.3448
57	1	9.3794	0	1.5632
58	1	10.161	0.78161	1.5632
59	1	10.161	0	2.3448
60	1	9.3794	0.78161	2.3448
61	1	10.943	0	1.5632
62	1	11.724	0.78161	1.5632
63	1	11.724	0	2.3448
64	1	10.943	0.78161	2.3448
65	1	0	0	3.1265
66	1	0.78161	0.78161	3.1265
67	1	0.78161	0	3.9081
68	1	0	0.78161	3.9081
69	1	1.5632	0	3.1265
70	1	2.3448	0.78161	3.1265
71	1	2.3448	0	3.9081
72	1	1.5632	0.78161	3.9081
73	1	3.1265	0	3.1265
74	1	3.9081	0.78161	3.1265
75	1	3.9081	0	3.9081
76	1	3.1265	0.78161	3.9081
77	1	4.6897	0	3.1265
78	1	5.4713	0.78161	3.1265
79	1	5.4713	0	3.9081
80	1	4.6897	0.78161	3.9081
81	1	6.2529	0	3.1265
82	1	7.0345	0.78161	3.1265
83	1	7.0345	0	3.9081
84	1	6.2529	0.78161	3.9081
85	1	7.8161	0	3.1265
86	1	8.5977	0.78161	3.1265
87	1	8.5977	0	3.9081
88	1	7.8161	0.78161	3.9081
