1.6399e-11 1.4155e-11 1.4091e-11 1.3567e-11 1.3269e-11 1.1815e-11 1.3312e-11 1.1454e-11 1.3058e-11 1.2778e-11 1.3054e-11 1.2914e-11 1.2682e-11 1.136e-11 1.4265e-11 1.4081e-11 1.2385e-11 9.8478e-12 1.2896e-11 1.5715e-11 7.6689e-12 1.3696e-11 9.8966e-12 1.5003e-11 1.3433e-11 1.6474e-11 1.7288e-11 9.6585e-12 1.508e-11 1.3204e-11 1.3445e-11 1.2217e-11 1.2635e-11 1.3185e-11 7.3602e-12 8.9836e-12 8.6582e-12 1.0629e-11 8.5737e-12 6.6949e-12 6.6294e-12 8.9739e-12 7.3969e-12 7.8453e-12 6.7724e-12 7.0784e-12 7.1039e-12 6.1017e-12 5.6827e-12 6.2542e-12 5.5066e-12 6.0659e-12 7.2888e-12 6.2229e-12 6.4807e-12 6.6235e-12 5.5119e-12 5.6367e-12 6.4899e-12 6.0231e-12 7.7571e-12 9.8149e-12 7.4214e-12 6.1973e-12 6.1196e-12 8.1722e-12 7.8599e-12 8.7847e-12 6.3871e-12 7.798e-12 6.7953e-12 7.0779e-12 5.8205e-12 6.3391e-12 7.8221e-12 6.5611e-12 5.6009e-12 5.084e-12 6.1614e-12 5.4955e-12 4.6906e-12 6.1164e-12 3.8747e-12 3.3335e-12 3.7574e-12 3.0469e-12 3.3315e-12 3.1774e-12 3.0575e-12 3.4905e-12 3.065e-12 2.7916e-12 3.5857e-12 3.3487e-12 3.4874e-12 3.7331e-12
1.7241e-11 1.4336e-11 1.3085e-11 1.5287e-11 1.2968e-11 1.4412e-11 1.4485e-11 1.3162e-11 1.1116e-11 1.2802e-11 1.0371e-11 1.431e-11 1.3895e-11 1.1588e-11 1.1159e-11 1.2841e-11 1.2656e-11 1.2808e-11 1.3061e-11 9.1149e-12 1.0087e-11 1.3061e-11 9.7213e-12 1.0773e-11 1.3729e-11 1.2508e-11 1.2332e-11 9.0471e-12 1.3995e-11 1.5011e-11 1.2589e-11 6.8943e-12 1.3199e-11 8.7335e-12 1.0389e-11 1.4086e-11 1.1168e-11 1.5152e-11 1.2485e-11 8.1531e-12 8.7634e-12 8.5282e-12 6.7349e-12 6.1613e-12 7.0648e-12 8.1767e-12 6.5258e-12 6.2335e-12 6.1675e-12 6.254e-12 6.636e-12 5.676e-12 5.3111e-12 4.7197e-12 6.166e-12 5.9099e-12 7.2154e-12 6.6533e-12 7.2034e-12 5.9085e-12 6.5282e-12 7.5565e-12 6.8764e-12 6.3545e-12 6.3583e-12 6.7026e-12 6.8457e-12 6.9882e-12 7.4573e-12 9.3389e-12 7.9909e-12 8.1592e-12 5.5456e-12 5.6714e-12 6.3444e-12 5.2355e-12 4.6968e-12 5.2314e-12 4.9877e-12 6.4287e-12 5.5743e-12 7.4424e-12 5.0116e-12 3.4205e-12 3.6046e-12 3.3048e-12 3.0044e-12 2.7394e-12 2.6975e-12 3.2168e-12 3.0394e-12 2.9224e-12 3.2957e-12 3.0362e-12 2.9456e-12 2.8724e-12
1.7235e-11 1.5595e-11 1.3391e-11 1.2291e-11 1.3737e-11 1.0689e-11 1.224e-11 1.2513e-11 1.15e-11 1.1823e-11 1.0593e-11 1.0627e-11 8.2481e-12 1.4082e-11 1.7644e-11 1.1458e-11 1.2459e-11 1.1599e-11 1.2682e-11 1.141e-11 1.328e-11 1.3953e-11 1.1778e-11 1.1219e-11 1.1739e-11 1.0556e-11 8.5984e-12 1.127e-11 1.1236e-11 1.438e-11 9.3475e-12 1.2197e-11 1.3308e-11 1.0069e-11 1.0639e-11 9.6783e-12 7.2232e-12 9.6977e-12 1.0933e-11 9.2525e-12 1.4875e-11 1.029e-11 7.649e-12 7.7934e-12 7.2639e-12 1.0461e-11 7.3337e-12 8.1003e-12 4.9042e-12 7.3998e-12 4.8083e-12 6.7172e-12 5.6988e-12 7.1151e-12 6.8748e-12 4.4201e-12 4.6954e-12 8.4313e-12 6.5119e-12 8.018e-12 6.7048e-12 7.3524e-12 6.5488e-12 5.7127e-12 6.6024e-12 6.4305e-12 5.5291e-12 7.0984e-12 5.6818e-12 6.4184e-12 8.5637e-12 7.7156e-12 5.2219e-12 5.8822e-12 5.1579e-12 5.0493e-12 4.8369e-12 3.713e-12 4.5763e-12 5.2957e-12 6.9762e-12 4.8611e-12 4.0982e-12 3.7276e-12 3.4388e-12 3.9395e-12 3.6259e-12 3.2742e-12 3.6624e-12 2.8532e-12 2.686e-12 2.9509e-12 2.8626e-12 2.5834e-12 2.2377e-12 2.3901e-12
1.474e-11 1.4821e-11 1.5258e-11 1.4246e-11 1.2525e-11 1.1666e-11 1.4016e-11 1.1416e-11 1.1201e-11 1.1824e-11 1.1371e-11 1.4439e-11 1.3091e-11 1.2183e-11 1.3571e-11 1.1822e-11 1.332e-11 9.1617e-12 1.3623e-11 8.6781e-12 1.2857e-11 1.2732e-11 9.6989e-12 1.2513e-11 1.4259e-11 1.2377e-11 9.8948e-12 9.0531e-12 1.31e-11 1.1409e-11 1.4344e-11 8.261e-12 1.5643e-11 1.0169e-11 9.5773e-12 1.7083e-11 1.1403e-11 1.4808e-11 1.2982e-11 7.7223e-12 7.5805e-12 8.4008e-12 7.9974e-12 6.4479e-12 9.6524e-12 8.5581e-12 5.8311e-12 6.5151e-12 6.4009e-12 5.8515e-12 5.8571e-12 5.0399e-12 4.9808e-12 4.7714e-12 5.3178e-12 4.5699e-12 6.9437e-12 8.153e-12 9.4461e-12 6.5398e-12 6.3678e-12 6.9624e-12 7.6389e-12 8.0825e-12 6.5139e-12 8.9763e-12 5.411e-12 6.7141e-12 8.0261e-12 8.7133e-12 7.4551e-12 7.3273e-12 5.976e-12 7.4014e-12 6.7268e-12 5.5792e-12 4.213e-12 6.0427e-12 5.5575e-12 7.6683e-12 5.272e-12 8.4344e-12 5.2526e-12 3.6296e-12 3.7024e-12 3.7373e-12 2.8216e-12 3.0759e-12 2.9428e-12 3.1001e-12 3.0901e-12 2.7035e-12 2.8663e-12 2.8075e-12 2.994e-12 3.0331e-12
1.6348e-11 1.4928e-11 1.3308e-11 1.5627e-11 1.2385e-11 1.2373e-11 1.1457e-11 1.3038e-11 1.2021e-11 1.5594e-11 1.3113e-11 1.2008e-11 1.3512e-11 1.1155e-11 1.1312e-11 1.5158e-11 1.5744e-11 9.8231e-12 1.5465e-11 1.4019e-11 6.7877e-12 1.4849e-11 1.2069e-11 1.3092e-11 1.2939e-11 1.7954e-11 1.5686e-11 7.423e-12 1.2834e-11 1.5601e-11 1.3184e-11 1.0595e-11 1.224e-11 1.0765e-11 5.9085e-12 7.9674e-12 7.7591e-12 1.1191e-11 8.536e-12 7.3651e-12 6.8709e-12 8.5119e-12 7.0223e-12 7.2738e-12 7.0314e-12 7.4347e-12 7.0126e-12 5.9561e-12 6.1639e-12 5.9994e-12 5.947e-12 4.9198e-12 6.2975e-12 5.789e-12 6.424e-12 6.0666e-12 5.2621e-12 5.2961e-12 6.0896e-12 6.4621e-12 8.3721e-12 8.4952e-12 7.3917e-12 5.6325e-12 6.016e-12 7.5736e-12 7.7327e-12 7.8501e-12 6.8621e-12 8.0099e-12 8.0578e-12 7.6653e-12 6.4957e-12 6.178e-12 6.1449e-12 5.8385e-12 4.3117e-12 4.396e-12 6.2194e-12 5.7666e-12 4.4925e-12 5.5521e-12 4.0961e-12 3.7074e-12 3.3313e-12 3.4138e-12 2.9455e-12 3.2916e-12 3.2101e-12 3.2959e-12 2.714e-12 3.0564e-12 3.3092e-12 3.2069e-12 3.8615e-12 3.3449e-12
1.1021e-11 1.4043e-11 1.4651e-11 1.3151e-11 1.3741e-11 1.2676e-11 1.2882e-11 1.4417e-11 1.2594e-11 1.3832e-11 1.3744e-11 1.3214e-11 1.2185e-11 1.1662e-11 1.167e-11 1.4259e-11 1.5706e-11 1.2778e-11 1.2857e-11 1.3461e-11 1.27e-11 1.3278e-11 1.3136e-11 1.4237e-11 1.4428e-11 1.611e-11 1.2182e-11 1.5623e-11 1.0667e-11 1.1558e-11 1.2093e-11 1.3073e-11 7.6827e-12 7.1621e-12 8.07e-12 7.4252e-12 7.9737e-12 9.0092e-12 9.6857e-12 9.9549e-12 8.6918e-12 7.5379e-12 7.5975e-12 7.8845e-12 7.4251e-12 7.1914e-12 6.8592e-12 7.5644e-12 7.1196e-12 5.9906e-12 6.6778e-12 7.5867e-12 6.3443e-12 6.6105e-12 5.9175e-12 5.579e-12 6.4483e-12 8.265e-12 5.3944e-12 5.7271e-12 5.8766e-12 6.2052e-12 7.5784e-12 7.7727e-12 7.1142e-12 6.8979e-12 6.1615e-12 5.6728e-12 6.1631e-12 5.3012e-12 6.7605e-12 6.5315e-12 6.222e-12 5.6656e-12 5.1652e-12 4.2991e-12 5.4127e-12 5.2368e-12 5.4659e-12 5.891e-12 3.9948e-12 4.2944e-12 3.4779e-12 2.9442e-12 3.6426e-12 3.2006e-12 3.2216e-12 3.0521e-12 2.9889e-12 3.3728e-12 2.7264e-12 3.1821e-12 3.5569e-12 3.9265e-12 3.2275e-12 3.054e-12
1.5723e-11 1.6516e-11 1.598e-11 1.4416e-11 1.302e-11 1.382e-11 1.4358e-11 1.1352e-11 1.3114e-11 1.2103e-11 1.0252e-11 1.3731e-11 1.3225e-11 1.1762e-11 1.1234e-11 1.1309e-11 1.413e-11 1.0414e-11 1.1616e-11 8.9891e-12 1.155e-11 1.3681e-11 9.2312e-12 1.1869e-11 1.6404e-11 1.0429e-11 1.3547e-11 1.1053e-11 1.474e-11 1.3394e-11 1.5191e-11 7.7232e-12 1.35e-11 9.6096e-12 9.6485e-12 1.4314e-11 1.0389e-11 1.4239e-11 1.4548e-11 9.801e-12 8.4288e-12 7.9029e-12 8.8232e-12 6.96e-12 7.2321e-12 9.6126e-12 5.5407e-12 6.9883e-12 6.2716e-12 5.1768e-12 4.8918e-12 5.8585e-12 5.021e-12 5.0273e-12 5.6535e-12 5.3069e-12 6.7473e-12 7.7534e-12 7.4615e-12 6.3671e-12 6.3775e-12 8.218e-12 7.3183e-12 5.3496e-12 6.481e-12 6.5731e-12 6.3956e-12 6.695e-12 7.2813e-12 7.5267e-12 9.1127e-12 7.5397e-12 6.952e-12 6.7199e-12 8.2684e-12 5.5467e-12 5.1567e-12 5.7314e-12 5.5263e-12 6.7752e-12 5.8234e-12 7.3239e-12 4.4756e-12 4.0441e-12 3.424e-12 3.418e-12 3.2633e-12 3.1152e-12 3.003e-12 3.213e-12 3.4497e-12 2.8874e-12 3.1839e-12 2.7767e-12 2.775e-12 3.0327e-12
3.1536e-11 2.6254e-11 2.1832e-11 1.9445e-11 1.8252e-11 1.6077e-11 1.4362e-11 1.4567e-11 1.3219e-11 1.1604e-11 1.0455e-11 1.0509e-11 1.082e-11 1.2576e-11 1.1748e-11 1.2805e-11 1.361e-11 1.0827e-11 1.4076e-11 1.3243e-11 1.3236e-11 1.5688e-11 1.4054e-11 1.4002e-11 1.3527e-11 1.2884e-11 1.3093e-11 1.037e-11 1.3955e-11 1.3561e-11 1.0058e-11 1.1349e-11 1.3949e-11 1.4664e-11 1.0369e-11 1.7051e-11 1.6374e-11 9.788e-12 1.0115e-11 1.7302e-11 1.5456e-11 1.2293e-11 1.3776e-11 7.6115e-12 6.0856e-12 7.6679e-12 6.429e-12 6.7469e-12 7.5662e-12 7.68e-12 6.0104e-12 5.4569e-12 6.6496e-12 5.4182e-12 4.9731e-12 5.1489e-12 4.2678e-12 4.985e-12 4.0027e-12 5.397e-12 7.5102e-12 6.9448e-12 1.0346e-11 7.6258e-12 6.4838e-12 6.1315e-12 6.6736e-12 7.1096e-12 7.4717e-12 8.0327e-12 5.4989e-12 7.564e-12 8.243e-12 6.8942e-12 5.5675e-12 5.4223e-12 6.0615e-12 6.0013e-12 8.2297e-12 4.311e-12 5.6129e-12 6.0061e-12 5.5724e-12 4.6415e-12 3.5738e-12 2.9497e-12 2.7541e-12 2.6967e-12 3.1722e-12 3.2991e-12 2.8519e-12 2.5163e-12 2.5729e-12 2.1561e-12 2.464e-12 2.1108e-12
3.5458e-11 3.8881e-11 3.1283e-11 1.9882e-11 2.7676e-11 1.7121e-11 1.5545e-11 1.5405e-11 1.4302e-11 1.3167e-11 1.2961e-11 1.5182e-11 1.0168e-11 1.2596e-11 1.4652e-11 1.0613e-11 9.8827e-12 1.2017e-11 9.055e-12 9.7549e-12 1.0234e-11 1.1434e-11 1.3879e-11 1.6012e-11 1.194e-11 1.3932e-11 1.4093e-11 1.2901e-11 1.4248e-11 1.2756e-11 1.2149e-11 1.5381e-11 1.7173e-11 1.8151e-11 1.2128e-11 1.6255e-11 1.4216e-11 9.8752e-12 7.5381e-12 1.1699e-11 6.3043e-12 1.4208e-11 7.3999e-12 1.2982e-11 9.7169e-12 8.8862e-12 7.6088e-12 5.5673e-12 8.2282e-12 6.5518e-12 5.1269e-12 6.0012e-12 4.5632e-12 5.6955e-12 3.7659e-12 2.8641e-12 3.5699e-12 3.4775e-12 2.4622e-12 5.52e-12 5.6438e-12 4.8265e-12 5.7757e-12 7.4476e-12 7.5684e-12 7.8949e-12 6.5812e-12 9.1298e-12 7.6701e-12 8.0534e-12 7.696e-12 1.0009e-11 6.8396e-12 9.2579e-12 5.7949e-12 7.7315e-12 6.7067e-12 6.6467e-12 4.7027e-12 5.348e-12 5.7778e-12 3.9662e-12 5.9198e-12 4.3161e-12 4.1016e-12 3.3252e-12 3.952e-12 3.0017e-12 2.6392e-12 2.3064e-12 2.6383e-12 2.1943e-12 2.1182e-12 2.5453e-12 1.6621e-12 1.4449e-12
3.3366e-11 2.822e-11 1.9689e-11 1.9307e-11 1.6276e-11 1.8657e-11 1.5106e-11 1.2861e-11 1.24e-11 1.1267e-11 1.2068e-11 1.0195e-11 8.7769e-12 1.0978e-11 8.9994e-12 1.167e-11 1.1697e-11 1.0769e-11 1.3434e-11 1.244e-11 1.4202e-11 1.3236e-11 1.394e-11 1.2471e-11 1.2317e-11 1.3878e-11 1.3799e-11 1.0858e-11 1.4358e-11 1.3779e-11 9.0499e-12 1.1953e-11 1.2946e-11 1.2158e-11 9.405e-12 1.4884e-11 1.5085e-11 1.1665e-11 1.097e-11 1.3509e-11 1.2309e-11 1.2698e-11 1.3269e-11 8.3446e-12 6.3657e-12 7.8109e-12 7.2682e-12 6.8534e-12 8.0546e-12 8.067e-12 6.0003e-12 5.1474e-12 4.7332e-12 5.3696e-12 5.469e-12 5.3048e-12 4.6926e-12 4.419e-12 4.9509e-12 5.306e-12 7.0555e-12 6.9641e-12 8.2099e-12 8.27e-12 6.6885e-12 7.5519e-12 6.6997e-12 7.3063e-12 7.2777e-12 7.6018e-12 4.9895e-12 6.3974e-12 7.0134e-12 7.0409e-12 5.7005e-12 6.9516e-12 6.1857e-12 6.8014e-12 7.8821e-12 4.259e-12 5.8491e-12 6.5981e-12 5.8463e-12 4.2395e-12 3.7236e-12 2.8265e-12 2.8575e-12 2.8579e-12 3.0321e-12 2.8238e-12 2.8966e-12 2.9607e-12 2.8158e-12 2.1798e-12 2.2406e-12 2.2989e-12
