1.6834e-11 1.3749e-11 1.5561e-11 1.1257e-11 1.0462e-11 1.3419e-11 1.3362e-11 1.2264e-11 6.1847e-12 1.1393e-11 1.013e-11 7.8232e-12 8.1996e-12 4.8846e-12 5.9708e-12 5.7153e-12 5.4953e-12 4.112e-12 3.4946e-12 4.855e-12 2.2162e-12 3.1734e-12 3.1343e-12 3.4167e-12
1.6246e-11 1.2985e-11 1.2716e-11 1.3229e-11 1.195e-11 1.0971e-11 1.3224e-11 1.2179e-11 1.4136e-11 1.0934e-11 7.9359e-12 1.2039e-11 7.576e-12 4.9338e-12 4.5441e-12 3.9291e-12 4.2648e-12 4.6402e-12 3.5705e-12 3.6896e-12 3.8701e-12 2.3779e-12 2.7524e-12 2.5441e-12
1.4845e-11 1.4848e-11 1.3401e-11 1.0747e-11 1.6707e-11 1.0743e-11 1.7347e-11 1.3366e-11 1.0002e-11 1.2966e-11 1.3362e-11 1.0613e-11 5.2563e-12 5.3586e-12 6.3615e-12 4.7314e-12 4.2293e-12 5.4487e-12 4.1097e-12 3.4116e-12 4.2338e-12 2.7241e-12 2.0941e-12 2.1771e-12
1.5407e-11 1.3469e-11 1.4469e-11 1.6658e-11 9.2538e-12 1.0787e-11 1.2892e-11 1.0642e-11 1.5314e-11 9.8499e-12 7.5233e-12 1.0312e-11 6.7613e-12 4.9172e-12 4.1203e-12 4.621e-12 4.341e-12 4.177e-12 3.955e-12 3.6799e-12 4.0529e-12 2.3372e-12 2.5485e-12 2.5456e-12
1.6247e-11 1.2863e-11 1.1082e-11 1.2365e-11 1.2953e-11 1.1957e-11 1.2705e-11 1.274e-11 5.1365e-12 1.4169e-11 1.2596e-11 9.4216e-12 8.3984e-12 4.7407e-12 5.6771e-12 6.164e-12 5.0599e-12 4.0131e-12 3.8766e-12 3.8511e-12 2.1707e-12 3.2958e-12 3.1e-12 3.3347e-12
1.2028e-11 1.5805e-11 1.153e-11 1.2504e-11 1.3765e-11 1.2438e-11 1.1038e-11 1.1623e-11 9.197e-12 9.5607e-12 6.9367e-12 6.7962e-12 6.4877e-12 6.8323e-12 5.1519e-12 5.6756e-12 3.5765e-12 4.3898e-12 3.9295e-12 4.2901e-12 2.6832e-12 2.7332e-12 3.6842e-12 3.2888e-12
1.4743e-11 1.3498e-11 1.5156e-11 1.396e-11 1.1742e-11 1.0723e-11 1.328e-11 1.1912e-11 1.7092e-11 1.0676e-11 7.0477e-12 9.3539e-12 8.2741e-12 5.6924e-12 4.4577e-12 3.883e-12 5.1158e-12 4.3867e-12 3.5167e-12 3.4264e-12 3.9408e-12 2.4601e-12 2.5298e-12 2.5354e-12
2.2327e-11 1.6268e-11 1.3671e-11 1.3393e-11 1.4223e-11 1.1992e-11 1.0037e-11 1.5146e-11 6.4773e-12 1.243e-11 1.4966e-11 9.3877e-12 1.029e-11 6.785e-12 6.91e-12 4.3564e-12 4.7671e-12 4.9888e-12 3.5039e-12 3.7331e-12 3.4176e-12 2.5161e-12 2.0294e-12 2.4583e-12
3.2337e-11 1.7143e-11 2.0233e-11 1.4545e-11 1.4249e-11 1.0351e-11 1.343e-11 8.8846e-12 1.5845e-11 1.339e-11 6.4314e-12 6.8564e-12 8.0502e-12 7.8451e-12 4.1629e-12 4.268e-12 5.7315e-12 4.6556e-12 4.8326e-12 3.661e-12 3.1959e-12 2.8205e-12 2.0585e-12 2.3602e-12
2.5387e-11 1.8637e-11 1.4152e-11 1.2448e-11 1.4647e-11 1.1345e-11 1.2267e-11 1.3065e-11 6.5507e-12 1.4246e-11 1.431e-11 7.8081e-12 8.2608e-12 6.2144e-12 5.546e-12 4.3909e-12 4.4285e-12 5.107e-12 3.4078e-12 3.798e-12 3.0178e-12 2.5354e-12 2.4188e-12 2.101e-12
1.4999e-11 1.3855e-11 1.3416e-11 1.4017e-11 1.2198e-11 1.2244e-11 1.2628e-11 1.2377e-11 1.2902e-11 1.2991e-11 8.6108e-12 9.5954e-12 6.8685e-12 4.0518e-12 3.9007e-12 4.485e-12 4.8959e-12 4.8438e-12 4.5167e-12 3.5259e-12 3.807e-12 2.1901e-12 2.5591e-12 2.427e-12
1.3578e-11 1.1971e-11 1.4565e-11 1.2214e-11 1.2491e-11 1.037e-11 1.3929e-11 1.6065e-11 1.3679e-11 1.3743e-11 9.9686e-12 1.0576e-11 5.4328e-12 5.8751e-12 5.8901e-12 5.2453e-12 3.9384e-12 3.8924e-12 3.699e-12 3.3424e-12 2.1917e-12 2.312e-12 3.4476e-12 3.1563e-12
1.4388e-11 1.4089e-11 1.2355e-11 1.2088e-11 1.2876e-11 1.1431e-11 1.5618e-11 1.2916e-11 1.0565e-11 1.3681e-11 9.0329e-12 8.3836e-12 4.8801e-12 5.7492e-12 5.2974e-12 4.3494e-12 4.0367e-12 4.1181e-12 3.6269e-12 3.2284e-12 3.8042e-12 2.6342e-12 2.4344e-12 2.6244e-12
3.4502e-11 1.7042e-11 1.8791e-11 1.609e-11 1.2242e-11 1.0737e-11 1.3367e-11 1.0823e-11 1.7945e-11 1.5181e-11 6.1933e-12 7.3548e-12 7.8983e-12 8.6728e-12 5.538e-12 5.091e-12 4.7692e-12 4.6151e-12 5.2308e-12 3.3398e-12 3.0466e-12 2.6424e-12 2.5177e-12 2.501e-12
5.1367e-11 4.4867e-11 4.0441e-11 1.5518e-11 1.2126e-11 1.4122e-11 8.8934e-12 8.7068e-12 6.6404e-12 5.6134e-12 1.5871e-11 1.7094e-11 8.3179e-12 8.3368e-12 4.1787e-12 4.1962e-12 3.927e-12 4.9679e-12 4.8361e-12 3.0662e-12 3.2074e-12 2.4518e-12 2.1245e-12 2.0449e-12
3.1721e-11 1.9071e-11 1.6302e-11 1.4458e-11 1.3194e-11 9.2573e-12 1.3399e-11 1.0666e-11 1.4287e-11 1.5171e-11 6.8075e-12 8.3686e-12 7.9861e-12 8.0347e-12 4.5857e-12 3.9978e-12 5.3781e-12 4.354e-12 5.5591e-12 3.4355e-12 3.5103e-12 2.6796e-12 2.4219e-12 1.9476e-12
