5.2436 6.5877 7.0968 7.5975 8.0268 8.027 8.4285 8.4286 10.23 10.44 11.712 11.899 11.899 13.152 14.219 14.219 14.796 16.742 16.743 16.843 21.447 21.53 22.55 22.55
5.1341 5.7194 6.5026 7.7906 8.2761 8.8099 9.0338 9.6388 9.6865 10.659 11.379 11.887 12.081 13.38 14.942 15.308 15.593 16.335 17.336 18.074 19.809 21.097 21.843 22.194
5.1611 5.6574 6.0917 8.2476 8.5252 8.9535 9.1069 9.5559 10.045 10.251 11.932 12.033 13.003 13.028 13.828 14.682 17.506 17.536 17.602 17.666 19.517 21.047 21.154 21.505
5.1341 5.7194 6.5026 7.7906 8.2761 8.8099 9.0338 9.6388 9.6865 10.659 11.379 11.887 12.081 13.38 14.942 15.308 15.593 16.335 17.336 18.074 19.809 21.097 21.843 22.194
5.2436 6.5877 7.0968 7.5975 8.0268 8.027 8.4285 8.4286 10.23 10.44 11.712 11.899 11.899 13.152 14.219 14.219 14.796 16.742 16.743 16.843 21.447 21.53 22.55 22.55
6.5089 6.5089 7.2455 7.2455 7.5673 7.5675 8.2123 8.2123 11.103 11.103 11.433 11.433 12.302 12.303 12.943 12.943 15.803 15.804 16.993 16.993 22.151 22.151 22.475 22.475
5.1341 5.7194 6.5026 7.7906 8.2761 8.8099 9.0338 9.6388 9.6865 10.659 11.379 11.887 12.081 13.38 14.942 15.308 15.593 16.335 17.336 18.074 19.809 21.097 21.843 22.194
3.4473 3.9581 5.7986 6.9767 8.3066 9.239 9.2392 10.066 10.228 10.284 10.284 12.515 12.515 13.147 14.085 14.576 16.461 16.461 17.974 18.854 18.854 21.398 22.553 22.553
2.5428 3.8245 5.0263 6.9018 7.5841 9.3114 9.4717 9.6364 10.496 10.723 11.097 11.465 12.696 12.749 13.728 15.782 16.163 16.299 17.229 19.041 19.664 21.539 22.606 22.781
3.4473 3.9581 5.7986 6.9767 8.3066 9.239 9.2392 10.066 10.228 10.284 10.284 12.515 12.515 13.147 14.085 14.576 16.461 16.461 17.974 18.854 18.854 21.398 22.553 22.553
5.1341 5.7194 6.5026 7.7906 8.2761 8.8099 9.0338 9.6388 9.6865 10.659 11.379 11.887 12.081 13.38 14.942 15.308 15.593 16.335 17.336 18.074 19.809 21.097 21.843 22.194
6.9431 6.9432 7.2549 7.255 8.0064 8.0066 8.7239 8.724 10.705 10.705 11.607 11.607 13.647 13.647 13.814 13.814 16.763 16.764 17.028 17.028 21.115 21.115 21.281 21.281
5.1611 5.6574 6.0917 8.2476 8.5252 8.9535 9.1069 9.5559 10.045 10.251 11.932 12.033 13.003 13.028 13.828 14.682 17.506 17.536 17.602 17.666 19.517 21.047 21.154 21.505
2.5428 3.8245 5.0263 6.9018 7.5841 9.3114 9.4717 9.6364 10.496 10.723 11.097 11.465 12.696 12.749 13.728 15.782 16.163 16.299 17.229 19.041 19.664 21.539 22.606 22.781
2.3435 2.3435 3.074 6.8803 6.8803 9.4274 9.7727 9.773 10.372 10.372 10.818 10.818 13.031 13.031 14.672 15.103 15.103 16.928 16.929 19.543 19.543 21.725 23.228 23.228
