8.3804e-12 1.3892e-11 1.5781e-11 1.2105e-11 1.3323e-11 1.2548e-11 9.8775e-12 1.1189e-11 5.6443e-12 4.2998e-12 4.1936e-12 3.7345e-12
1.288e-11 9.8907e-12 1.2302e-11 9.9676e-12 1.0103e-11 7.5403e-12 1.1367e-11 1.4714e-11 8.6825e-12 4.076e-12 3.3609e-12 4.1905e-12
1.0348e-11 6.5586e-12 1.1568e-11 9.111e-12 8.9882e-12 6.953e-12 6.7608e-12 8.0582e-12 5.7916e-12 3.7327e-12 4.0164e-12 2.9234e-12
9.3928e-12 8.8802e-12 1.1074e-11 8.1421e-12 1.046e-11 1.0045e-11 1.4592e-11 9.4129e-12 7.8254e-12 6.0767e-12 3.7411e-12 4.5726e-12
9.7055e-12 1.2191e-11 9.3666e-12 1.1275e-11 8.9004e-12 1.4346e-11 8.8267e-12 7.1901e-12 6.0787e-12 3.7212e-12 5.1653e-12 3.8398e-12
9.3015e-12 7.6126e-12 1.0263e-11 7.3742e-12 1.007e-11 1.0241e-11 1.1068e-11 1.4828e-11 3.41e-12 4.4523e-12 3.6829e-12 3.681e-12
9.1425e-12 7.4501e-12 6.4205e-12 7.9301e-12 9.3101e-12 7.9744e-12 1.2476e-11 1.3367e-11 1.1643e-11 3.2345e-12 5.753e-12 2.9592e-12
1.4398e-11 1.1562e-12 9.2558e-12 1.007e-11 8.4434e-12 1.233e-11 7.8557e-12 9.6537e-12 8.2267e-12 5.2018e-12 4.2132e-12 3.3027e-12
1.1438e-11 6.0751e-12 8.3677e-12 1.011e-11 7.5677e-12 1.0405e-11 1.4624e-11 4.9813e-12 9.1057e-12 5.1528e-12 2.5365e-12 2.487e-12
1.0779e-11 1.151e-12 7.7361e-12 1.4175e-11 9.1489e-12 9.41e-12 9.2996e-12 1.0935e-11 8.3392e-12 4.6398e-12 2.9352e-12 2.0108e-12
7.982e-12 9.1035e-12 1.1072e-11 8.1242e-12 1.065e-11 9.0013e-12 1.2495e-11 8.4856e-12 6.4649e-12 3.5786e-12 4.7842e-12 4.1907e-12
8.8801e-12 8.2483e-12 1.0669e-11 9.9316e-12 7.1973e-12 9.7689e-12 9.2862e-12 8.362e-12 3.4344e-12 3.9516e-12 3.0699e-12 3.6691e-12
1.2772e-11 1.4116e-12 1.4287e-11 1.4551e-11 8.6586e-12 9.1699e-12 9.3189e-12 7.0971e-12 5.269e-12 4.6685e-12 4.3126e-12 3.0165e-12
1.0436e-11 1.2836e-12 1.4187e-11 1.2654e-11 8.5062e-12 1.0726e-11 8.8418e-12 6.7261e-12 7.4567e-12 3.7883e-12 2.5993e-12 2.2968e-12
