1.0464e-11,1.1268e-11,1.1854e-11,9.8143e-12,9.9589e-12,1.1261e-11,8.9583e-12,1.2093e-11,1.0396e-11,6.4885e-12,8.7126e-12,7.1968e-12,6.3593e-12,9.4788e-12,1.0954e-11,8.0146e-12,7.9051e-12,1.0397e-11,7.7805e-12,9.49e-12,1.0858e-11,9.9356e-12,7.9755e-12,1.3203e-11,7.2876e-12,1.0607e-11,9.0331e-12,1.0162e-11,1.0836e-11,7.868e-12,1.1111e-11,9.7029e-12,9.798e-12,8.9998e-12,7.0345e-12,8.0807e-12,1.4895e-11,9.4284e-12,1.0518e-11,1.8671e-11,8.1682e-12,8.517e-12,9.9292e-12,8.4129e-12,7.7718e-12,1.1707e-11,1.0161e-11,9.4463e-12,1.1964e-11,1.0882e-11,9.0108e-12,8.9023e-12,1.1359e-11,1.2347e-11,1.1887e-11,1.0387e-11,9.5572e-12,1.0978e-11,9.6039e-12,6.974e-12,1.0231e-11,5.0397e-12,7.6968e-12,7.7417e-12,7.5275e-12,8.0036e-12,5.614e-12,5.4324e-12,4.3889e-12,3.9692e-12,3.514e-12,3.6118e-12,4.9904e-12,4.8527e-12,3.3875e-12,3.7151e-12,3.3406e-12,3.0019e-12,2.9141e-12,3.2672e-12,5.6717e-12,4.2247e-12,5.1303e-12,4.1482e-12,3.805e-12,3.3088e-12,3.766e-12,3.3748e-12,4.0056e-12,3.6677e-12,4.5722e-12,3.4409e-12,2.9322e-12,2.6356e-12,4.0533e-12,3.9459e-12
1.0387e-11,1.1217e-11,1.3308e-11,8.5924e-12,1.009e-11,9.2495e-12,9.0056e-12,8.626e-12,7.024e-12,1.0075e-11,8.7182e-12,7.1015e-12,6.8382e-12,8.8296e-12,8.0457e-12,8.4325e-12,7.8017e-12,1.3503e-11,1.3116e-11,1.0995e-11,1.1901e-11,1.0605e-11,8.1225e-12,7.1863e-12,1.1391e-11,8.2832e-12,1.3164e-11,1.2843e-11,9.329e-12,1.2462e-11,9.8885e-12,8.3439e-12,9.3236e-12,9.9959e-12,9.1555e-12,7.9684e-12,8.8346e-12,8.5388e-12,1.2017e-11,9.1599e-12,9.823e-12,1.2053e-11,6.417e-12,8.16e-12,9.0803e-12,8.0719e-12,8.1226e-12,1.5263e-11,9.647e-12,9.5172e-12,1.0497e-11,9.4337e-12,1.1412e-11,9.6007e-12,8.5239e-12,8.2946e-12,9.2447e-12,9.8579e-12,6.3794e-12,1.033e-11,8.0594e-12,6.9653e-12,8.1171e-12,6.5784e-12,8.3012e-12,8.541e-12,5.5478e-12,6.6564e-12,8.3238e-12,6.5361e-12,8.237e-12,5.8929e-12,3.4975e-12,4.1308e-12,3.9701e-12,4.6621e-12,3.6038e-12,3.5839e-12,3.5886e-12,3.2372e-12,2.2519e-12,3.5084e-12,4.4499e-12,3.0915e-12,5.9013e-12,2.54e-12,3.0913e-12,2.599e-12,2.7959e-12,3.3382e-12,2.7874e-12,4.0823e-12,3.081e-12,3.1941e-12,3.5077e-12,2.784e-12
1.3462e-11,8.7262e-12,1.302e-11,9.6497e-12,9.1757e-12,1.0565e-11,6.3983e-12,6.8335e-12,8.3129e-12,7.3007e-12,7.3857e-12,7.3779e-12,8.9099e-12,6.0513e-12,1.7812e-11,1.1252e-11,7.2544e-12,9.031e-12,9.7386e-12,6.9107e-12,1.518e-11,9.6442e-12,1.0525e-11,8.2797e-12,9.8483e-12,1.0389e-11,1.1463e-11,9.3686e-12,7.3108e-12,1.14e-11,9.6594e-12,1.0369e-11,7.5083e-12,1.0948e-11,9.0091e-12,6.9382e-12,9.0083e-12,9.0437e-12,1.0511e-11,9.8025e-12,7.6526e-12,1.0173e-11,6.1328e-12,9.2396e-12,1.2062e-11,7.2e-12,7.7253e-12,7.7634e-12,1.325e-11,5.8834e-12,7.6365e-12,1.0702e-11,1.0372e-11,6.7385e-12,6.1833e-12,1.0465e-11,8.6338e-12,5.5274e-12,8.1645e-12,8.3799e-12,5.1754e-12,1.6041e-11,9.428e-12,9.1103e-12,9.3583e-12,4.7575e-12,9.2318e-12,6.9086e-12,6.3458e-12,4.1203e-12,5.5553e-12,6.0025e-12,5.1202e-12,4.6161e-12,4.6825e-12,4.3148e-12,4.2888e-12,3.7806e-12,3.2687e-12,4.0405e-12,4.7032e-12,3.5358e-12,5.0835e-12,3.6324e-12,3.3102e-12,3.1436e-12,5.1789e-12,4.0678e-12,4.3547e-12,3.1046e-12,2.4977e-12,2.8659e-12,3.1204e-12,3.2116e-12,1.9232e-12,2.0904e-12
9.4098e-12,1.047e-11,1.2241e-11,9.3657e-12,1.1277e-11,7.926e-12,9.0019e-12,8.25e-12,7.2625e-12,7.5216e-12,8.4826e-12,7.59e-12,8.6368e-12,6.4732e-12,7.3126e-12,1.1018e-11,6.8351e-12,8.994e-12,1.092e-11,9.0999e-12,1.1159e-11,8.6229e-12,7.5826e-12,8.151e-12,8.4493e-12,8.2904e-12,7.4998e-12,1.1506e-11,1.2923e-11,1.5061e-11,9.5914e-12,8.432e-12,7.9246e-12,1.0406e-11,1.0095e-11,7.4977e-12,9.9867e-12,1.0689e-11,1.5123e-11,1.1117e-11,2.1079e-11,8.1539e-12,8.8736e-12,6.9763e-12,7.7928e-12,1.1508e-11,1.1133e-11,1.3219e-11,1.2688e-11,1.028e-11,1.7475e-11,1.0303e-11,1.1694e-11,1.4181e-11,8.355e-12,9.9366e-12,1.1028e-11,7.5159e-12,1.386e-11,8.626e-12,1.0748e-11,1.1157e-11,6.8644e-12,7.6669e-12,6.0055e-12,7.8774e-12,4.7404e-12,5.3029e-12,7.4982e-12,8.9522e-12,8.7233e-12,3.5134e-12,5.1659e-12,4.3812e-12,4.0673e-12,4.3409e-12,3.4992e-12,3.4613e-12,3.2679e-12,3.576e-12,3.052e-12,4.3225e-12,4.3535e-12,3.8996e-12,3.0335e-12,3.0252e-12,2.5801e-12,3.2077e-12,3.1627e-12,2.8644e-12,3.496e-12,4.1891e-12,3.782e-12,3.6462e-12,4.1038e-12,3.1139e-12
1.2387e-11,9.1999e-12,1.1847e-11,1.0635e-11,7.6878e-12,8.2683e-12,9.1278e-12,6.2772e-12,9.2984e-12,8.4931e-12,1.0569e-11,7.3951e-12,8.2028e-12,1.2248e-11,1.1441e-11,8.3888e-12,1.09e-11,8.2675e-12,7.8187e-12,1.1913e-11,7.1119e-12,8.107e-12,8.2139e-12,6.1256e-12,7.9473e-12,9.4503e-12,9.9605e-12,8.6553e-12,1.2342e-11,9.9753e-12,8.5567e-12,1.0462e-11,9.1067e-12,7.7678e-12,9.5861e-12,9.8179e-12,1.1974e-11,7.845e-12,1.6118e-11,9.9912e-12,1.3888e-11,8.0793e-12,8.3637e-12,1.3302e-11,8.4471e-12,1.4016e-11,1.2816e-11,8.909e-12,1.6046e-11,9.4987e-12,1.1176e-11,1.332e-11,8.6088e-12,9.0759e-12,1.4641e-11,1.1534e-11,6.6616e-12,1.2841e-11,6.9201e-12,8.233e-12,7.7789e-12,5.3928e-12,5.1653e-12,7.0866e-12,7.3236e-12,7.8702e-12,3.5632e-12,4.1637e-12,8.6401e-12,4.6493e-12,2.5832e-12,4.3355e-12,4.1848e-12,5.466e-12,2.8409e-12,2.7239e-12,4.0321e-12,4.3202e-12,3.0517e-12,2.9208e-12,5.0303e-12,4.161e-12,4.7646e-12,4.3742e-12,3.4381e-12,3.1422e-12,3.8525e-12,3.3212e-12,3.2904e-12,3.9338e-12,3.4066e-12,4.5311e-12,4.2074e-12,3.6362e-12,4.4349e-12,4.3471e-12
7.1545e-12,8.0903e-12,5.8586e-12,8.9663e-12,9.7059e-12,8.6887e-12,7.1188e-12,1.0922e-11,8.8205e-12,7.8195e-12,8.5395e-12,9.8737e-12,1.0226e-11,9.5789e-12,1.0433e-11,1.0395e-11,1.0587e-11,9.8943e-12,7.8e-12,7.4668e-12,9.8076e-12,9.2927e-12,1.1047e-11,9.4578e-12,8.7245e-12,7.9953e-12,1.1625e-11,1.1564e-11,1.1404e-11,8.5775e-12,9.8848e-12,9.5515e-12,1.1999e-11,9.4583e-12,8.4853e-12,1.0998e-11,6.6917e-12,9.9791e-12,1.2024e-11,7.7633e-12,6.9595e-12,8.4733e-12,1.0246e-11,1.0218e-11,9.5988e-12,7.8322e-12,1.269e-11,1.1932e-11,1.0145e-11,7.5641e-12,9.9291e-12,1.0222e-11,8.1486e-12,7.1324e-12,8.1642e-12,9.8373e-12,7.8741e-12,7.9332e-12,1.0124e-11,5.2377e-12,9.3198e-12,1.0753e-11,6.5517e-12,7.5209e-12,7.3546e-12,5.8406e-12,4.7968e-12,3.9442e-12,5.7632e-12,5.3644e-12,2.8181e-12,4.0193e-12,3.793e-12,4.3825e-12,4.4667e-12,4.6441e-12,2.8029e-12,4.3196e-12,2.9149e-12,3.0165e-12,4.8364e-12,3.2312e-12,3.9727e-12,3.5124e-12,4.141e-12,4.3642e-12,2.9458e-12,2.829e-12,3.938e-12,4.8453e-12,3.4884e-12,4.1136e-12,3.9872e-12,5.8421e-12,3.3597e-12,3.2634e-12
1.2432e-11,1.2527e-11,8.3617e-12,8.9479e-12,9.7772e-12,7.6538e-12,1.0424e-11,9.6974e-12,9.5082e-12,7.6474e-12,9.6374e-12,7.3589e-12,7.0784e-12,7.8125e-12,7.8054e-12,7.0232e-12,6.1021e-12,1.1954e-11,1.6079e-11,9.3208e-12,7.9172e-12,9.6523e-12,9.4742e-12,8.5111e-12,9.4426e-12,1.128e-11,9.2741e-12,1.1326e-11,9.4487e-12,7.7952e-12,9.1972e-12,6.8605e-12,8.6122e-12,1.0056e-11,8.8194e-12,8.9395e-12,1.0476e-11,9.5613e-12,6.511e-12,7.5369e-12,8.4444e-12,1.1049e-11,8.016e-12,6.915e-12,9.2726e-12,9.1094e-12,1.3637e-11,1.211e-11,7.526e-12,8.7172e-12,7.3575e-12,1.335e-11,9.8484e-12,9.8399e-12,6.3707e-12,8.6388e-12,1.1055e-11,1.0495e-11,1.2689e-11,1.1336e-11,6.4534e-12,1.1538e-11,1.0819e-11,6.4969e-12,4.9326e-12,7.2565e-12,4.7665e-12,4.3996e-12,7.4146e-12,7.8835e-12,8.9218e-12,3.7663e-12,4.5815e-12,4.3817e-12,4.8076e-12,4.2337e-12,3.5463e-12,3.7204e-12,3.617e-12,3.4452e-12,3.2051e-12,3.1757e-12,3.9477e-12,2.4903e-12,3.781e-12,4.2894e-12,2.85e-12,2.2306e-12,3.0893e-12,3.176e-12,3.8696e-12,2.873e-12,2.8111e-12,3.4927e-12,3.7604e-12,3.2095e-12
2.1843e-11,1.818e-11,3.8269e-12,1.1777e-11,1.7427e-11,9.476e-12,1.122e-11,1.032e-11,3.6429e-12,1.129e-11,1.0843e-11,8.1553e-12,8.0533e-12,7.5566e-12,8.2232e-12,7.9324e-12,1.0744e-11,1.0457e-11,7.6487e-12,8.5191e-12,6.4428e-12,1.0286e-11,1.1179e-11,1.1503e-11,1.2196e-11,1.0923e-11,9.6262e-12,1.1502e-11,8.4897e-12,8.6523e-12,1.2942e-11,9.1993e-12,7.2461e-12,1.3737e-11,1.2913e-11,1.105e-11,6.7255e-12,1.1703e-11,9.1754e-12,1.3898e-11,7.0272e-12,9.5571e-12,7.8236e-12,8.4294e-12,8.3934e-12,1.0582e-11,1.0491e-11,1.2265e-11,6.4415e-12,1.3507e-11,9.3445e-12,8.102e-12,1.0976e-11,9.9088e-12,9.2058e-12,1.3052e-11,1.2278e-11,6.4274e-12,1.2951e-11,8.9422e-12,9.188e-12,6.6797e-12,6.3234e-12,9.5446e-12,1.0142e-11,1.0167e-11,8.6647e-12,8.4163e-12,9.02e-12,4.7383e-12,5.4231e-12,8.7783e-12,7.5167e-12,4.1073e-12,3.884e-12,3.9429e-12,3.1531e-12,3.0556e-12,2.7671e-12,2.759e-12,4.0482e-12,2.472e-12,3.4978e-12,2.8321e-12,2.5198e-12,3.2558e-12,2.4545e-12,2.5801e-12,2.1527e-12,2.6381e-12,2.333e-12,2.3788e-12,2.7202e-12,2.5243e-12,2.2991e-12,1.5689e-12
2.6835e-11,2.4704e-11,2.7212e-11,2.0017e-11,2.1017e-11,1.7475e-11,1.6804e-11,1.2343e-11,3.1015e-11,9.5082e-12,1.1388e-11,1.4752e-11,3.3104e-12,1.0127e-11,1.3495e-11,6.8894e-12,5.6498e-12,6.4361e-12,6.5701e-12,1.2946e-11,1.5293e-11,1.0421e-11,7.8884e-12,7.8728e-12,1.1614e-11,1.0731e-11,1.0104e-11,6.7148e-12,7.751e-12,1.4414e-11,1.0769e-11,1.0047e-11,8.0116e-12,9.4402e-12,9.9301e-12,1.2844e-11,1.2284e-11,1.3267e-11,1.351e-11,1.06e-11,8.8564e-12,1.0752e-11,9.7728e-12,5.7711e-12,8.4668e-12,1.213e-11,1.3951e-11,1.1062e-11,7.7344e-12,1.335e-11,8.8664e-12,8.0665e-12,1.2564e-11,1.2105e-11,1.2102e-11,1.5947e-11,8.4223e-12,1.6296e-11,1.3546e-11,9.2136e-12,8.282e-12,7.5164e-12,8.5046e-12,7.3969e-12,1.0857e-11,7.1206e-12,5.6207e-12,6.0129e-12,6.0979e-12,6e-12,5.1748e-12,3.7394e-12,5.1545e-12,4.0745e-12,4.0511e-12,3.6162e-12,6.1709e-12,3.219e-12,3.1487e-12,2.6705e-12,2.4932e-12,2.768e-12,3.429e-12,2.9801e-12,2.1815e-12,2.6007e-12,2.2849e-12,2.7764e-12,2.6484e-12,3.1204e-12,2.0477e-12,2.0769e-12,1.518e-12,1.9974e-12,1.6296e-12,1.3901e-12
2.1564e-11,2.5982e-11,3.9383e-12,1.3696e-11,1.3283e-11,1.2298e-11,1.4588e-11,1.1858e-11,1.5535e-11,8.4229e-12,8.0948e-12,1.2873e-11,9.0729e-12,6.6944e-12,1.3542e-11,7.7901e-12,7.5727e-12,1.0308e-11,7.2563e-12,8.2055e-12,1.1304e-11,1.1774e-11,5.8346e-12,9.6151e-12,9.1122e-12,1.1182e-11,9.306e-12,9.065e-12,1.2093e-11,9.1639e-12,1.1209e-11,1.0053e-11,7.1938e-12,1.1418e-11,8.6563e-12,7.1074e-12,8.3039e-12,9.4886e-12,7.6351e-12,9.6353e-12,1.0115e-11,1.278e-11,1.0732e-11,8.973e-12,1.1303e-11,1.2216e-11,1.1637e-11,9.6269e-12,1.3902e-11,1.2167e-11,9.5066e-12,1.1872e-11,7.6064e-12,1.101e-11,9.0589e-12,8.0837e-12,1.3646e-11,9.3835e-12,8.6075e-12,1.2221e-11,8.9315e-12,9.3866e-12,6.8475e-12,8.2764e-12,1.1087e-11,7.8456e-12,8.6413e-12,6.1076e-12,8.6591e-12,5.9334e-12,5.4813e-12,1.1818e-11,8.3526e-12,3.6683e-12,4.1098e-12,3.3279e-12,3.2138e-12,3.1196e-12,3.1212e-12,3.7616e-12,3.1588e-12,3.0653e-12,3.8142e-12,3.0537e-12,3.4257e-12,3.1975e-12,2.8002e-12,2.5551e-12,2.6979e-12,3.3807e-12,2.4525e-12,2.4487e-12,2.6659e-12,2.1628e-12,2.3326e-12,1.9705e-12
