500000 25000
1 0 100001 9354.96 9311.56 9214.98
2 5 100000 9298.95 9262.8 9166.59
3 10 99999 9136.47 9121.76 9026.59
4 15 99998 8881.67 8901.82 8808.34
5 20 99997 8553.79 8621.17 8530.01
6 25 99996 8172.41 8298.18 8209.95
7 30 99995 7753.38 7947.55 7862.77
8 35 99994 7306.75 7578.26 7497.4
9 40 99993 6836.92 7193.74 7117.17
10 45 99992 6344.73 6793.77 6721.84
11 50 99991 5830.23 6377.27 6310.29
12 55 99990 5295.25 5944.74 5883
13 60 99989 4744.83 5499.73 5443.39
14 65 99988 4187.17 5048.9 4997.91
15 70 99987 3632.48 4600.94 4554.91
16 75 99986 3091.07 4164.87 4122.94
17 80 99985 2571.58 3748.27 3709.09
18 85 99984 2079.79 3356.14 3317.95
19 90 99983 1618.23 2990.53 2951.31
20 95 99982 1186.7 2650.91 2608.58
21 100 99981 783.203 2335.1 2287.7
22 105 99980 405.142 2040.31 1986.19
23 110 99979 50.2356 1764.04 1701.9
24 115 99978 -282.946 1504.57 1433.49
25 120 99977 -594.943 1261 1180.35
26 125 99976 -885.722 1032.97 942.362
27 130 99975 -1155.18 820.184 719.37
28 135 99974 -1403.61 621.94 510.764
29 140 99973 -1631.97 436.825 315.214
30 145 99972 -1841.89 262.697 130.668
31 150 99971 -2035.38 96.8866 -45.4205
32 155 99970 -2214.47 -63.4168 -215.705
33 160 99969 -2380.73 -220.735 -382.523
34 165 99968 -2535.03 -376.949 -547.564
35 170 99967 -2677.39 -533.089 -711.688
36 175 99966 -2807.09 -689.334 -874.947
37 180 99965 -2922.88 -845.154 -1036.76
38 185 99964 -3023.26 -999.556 -1196.15
39 190 99963 -3106.71 -1151.33 -1351.98
40 195 99962 -3171.85 -1299.22 -1503.09
41 200 99961 -3217.48 -1442.02 -1648.37
42 205 99960 -3242.57 -1578.55 -1786.69
43 210 99959 -3246.24 -1707.57 -1916.84
44 215 99958 -3227.76 -1827.76 -2037.49
45 220 99957 -3186.62 -1937.71 -2147.15
46 225 99956 -3122.62 -2035.95 -2244.31
47 230 99955 -3036.04 -2121.1 -2327.56
48 235 99954 -2927.71 -2192.04 -2395.7
49 240 99953 -2799.06 -2247.98 -2447.96
50 245 99952 -2652.11 -2288.6 -2483.95
51 250 99951 -2489.31 -2313.94 -2503.77
52 255 99950 -2313.43 -2324.44 -2507.85
53 260 99949 -2127.41 -2320.75 -2496.92
54 265 99948 -1934.26 -2303.66 -2471.89
55 270 99947 -1736.95 -2274.02 -2433.85
56 275 99946 -1538.44 -2232.73 -2383.99
57 280 99945 -1341.6 -2180.78 -2323.64
58 285 99944 -1149.18 -2119.28 -2254.24
59 290 99943 -963.733 -2049.48 -2177.35
60 295 99942 -787.523 -1972.84 -2094.54
61 300 99941 -622.449 -1890.91 -2007.35
62 305 99940 -469.972 -1805.21 -1917.21
63 310 99939 -331.08 -1717.17 -1825.36
64 315 99938 -206.285 -1627.94 -1732.83
65 320 99937 -95.6516 -1538.37 -1640.43
66 325 99936 1.16926 -1448.97 -1548.83
67 330 99935 84.8941 -1360 -1458.53
68 335 99934 156.559 -1271.55 -1369.98
69 340 99933 217.483 -1183.67 -1283.5
70 345 99932 269.218 -1096.42 -1199.35
71 350 99931 313.524 -1009.94 -1117.64
72 355 99930 352.305 -924.441 -1038.36
73 360 99929 387.54 -840.149 -961.339
74 365 99928 421.196 -757.249 -886.312
75 370 99927 455.123 -675.822 -812.949
76 375 99926 490.957 -595.837 -740.94
77 380 99925 530.032 -517.162 -670.048
78 385 99924 573.359 -439.622 -600.137
79 390 99923 621.622 -363.083 -531.164
80 395 99922 675.221 -287.537 -463.151
81 400 99921 734.333 -213.145 -396.125
82 405 99920 798.949 -140.263 -330.093
83 410 99919 868.899 -69.3951 -265.023
84 415 99918 943.848 -1.11595 -200.872
85 420 99917 1023.27 64.0101 -137.643
86 425 99916 1106.45 125.51 -75.4427
87 430 99915 1192.44 183.044 -14.5196
88 435 99914 1280.16 236.438 44.7267
89 440 99913 1368.35 285.65 101.792
90 445 99912 1455.72 330.75 156.148
91 450 99911 1540.95 371.894 207.34
92 455 99910 1622.78 409.316 255.086
93 460 99909 1700 443.336 299.332
94 465 99908 1771.48 474.386 340.263
95 470 99907 1836.12 503.03 378.271
96 475 99906 1892.86 529.974 413.895
97 480 99905 1940.69 556.06 447.748
98 485 99904 1978.64 582.233 480.465
99 490 99903 2005.81 609.512 512.691
100 495 99902 2021.47 638.949 545.073
101 500 99901 2025.04 671.585 578.289
102 505 99900 2016.15 708.414 613.079
103 510 99899 1994.67 750.351 650.254
104 515 99898 1960.63 798.2 690.69
105 520 99897 1914.2 852.639 735.292
106 525 99896 1855.64 914.192 784.927
