1.418e-11,1.4393e-11,1.6338e-11,1.2478e-11,1.8748e-11,1.912e-11,1.6546e-11,1.4097e-11,1.2021e-11,1.6612e-11,1.3812e-11,1.9456e-11,1.5512e-11,7.6626e-12,1.6293e-11,1.6389e-11,1.7452e-11,1.0825e-11,9.7004e-12,1.6515e-11,8.6834e-12,7.9508e-12,9.2048e-12,5.404e-12,6.819e-12,7.8829e-12,9.4483e-12,7.0653e-12,8.0287e-12,6.2733e-12,5.5676e-12,7.4063e-12,7.0746e-12,1.3254e-11,6.9933e-12,5.7368e-12,5.8597e-12,6.3004e-12,5.3663e-12,4.9401e-12,4.0388e-12,5.0144e-12,3.1714e-12,3.0869e-12,4.1719e-12,2.5199e-12,3.5029e-12,3.4626e-12
2.3257e-11,1.7252e-11,1.737e-11,1.5769e-11,1.39e-11,1.1973e-11,1.4782e-11,1.7263e-11,2.7451e-11,1.537e-11,1.6065e-11,1.3494e-11,1.6692e-11,1.2127e-11,2.0438e-11,2.2033e-11,1.1129e-11,1.4693e-11,1.7016e-11,2.0479e-11,1.0188e-11,7.7573e-12,1.1602e-11,9.2765e-12,8.1886e-12,6.9574e-12,8.8587e-12,6.4097e-12,7.0609e-12,6.9295e-12,7.0886e-12,6.5214e-12,6.9609e-12,5.3626e-12,6.3817e-12,5.798e-12,5.4114e-12,4.7428e-12,5.259e-12,5.2456e-12,4.4844e-12,3.8597e-12,4.0503e-12,3.7901e-12,3.354e-12,2.7073e-12,4.0412e-12,4.3676e-12
2.1137e-11,2.1051e-11,1.8695e-11,1.246e-11,2.2018e-11,1.5871e-11,1.9655e-11,1.3489e-11,1.5373e-11,1.4252e-11,1.1766e-11,1.8089e-11,1.7115e-11,1.2069e-11,1.093e-11,2.0655e-11,9.8561e-12,1.0914e-11,1.2162e-11,1.0972e-11,1.0618e-11,6.8647e-12,8.8639e-12,7.2616e-12,1.0766e-11,6.414e-12,6.1241e-12,8.5346e-12,8.1799e-12,7.7769e-12,7.5903e-12,7.8763e-12,6.0826e-12,1.0727e-11,6.2465e-12,5.3671e-12,4.1653e-12,3.7019e-12,5.5091e-12,4.9692e-12,4.3158e-12,3.5777e-12,3.2461e-12,3.5924e-12,3.3702e-12,3.3301e-12,2.9586e-12,2.9744e-12
2.2771e-11,1.2981e-11,1.3502e-11,1.5557e-11,1.7172e-11,1.0548e-11,1.3532e-11,1.5624e-11,1.4066e-11,1.5459e-11,1.2587e-11,1.8371e-11,1.2648e-11,1.3938e-11,1.6853e-11,1.8324e-11,1.1082e-11,1.4641e-11,1.8221e-11,1.2678e-11,7.5753e-12,9.0939e-12,7.2728e-12,1.0915e-11,7.3599e-12,7.2381e-12,8.6711e-12,5.7619e-12,8.2867e-12,8.0831e-12,1.0072e-11,7.1453e-12,8.9848e-12,7.6018e-12,6.9541e-12,5.7861e-12,5.5513e-12,4.6211e-12,4.7293e-12,5.0378e-12,5.5554e-12,4.6307e-12,4.194e-12,3.8753e-12,2.8282e-12,2.7468e-12,3.4926e-12,3.629e-12
1.5627e-11,1.3227e-11,1.7416e-11,1.2127e-11,2.2097e-11,2.7077e-11,1.6565e-11,1.6606e-11,1.4659e-11,1.6614e-11,2.1982e-11,1.4196e-11,1.6013e-11,1.3253e-11,1.6732e-11,1.2936e-11,1.1514e-11,8.7497e-12,9.7396e-12,1.1132e-11,8.6922e-12,8.5289e-12,8.8496e-12,8.2814e-12,7.5276e-12,7.7661e-12,6.4418e-12,8.4978e-12,6.2157e-12,6.151e-12,7.7604e-12,8.8119e-12,1.2054e-11,8.1389e-12,5.3483e-12,5.8312e-12,8.5577e-12,5.3297e-12,3.8544e-12,5.7209e-12,4.7068e-12,3.9554e-12,4.0637e-12,3.5139e-12,3.6782e-12,3.4792e-12,3.6706e-12,2.4221e-12
1.7364e-11,2.529e-11,2.3491e-11,1.7521e-11,1.5412e-11,1.6229e-11,2.244e-11,1.4507e-11,1.5988e-11,1.5792e-11,1.2287e-11,2.279e-11,1.4933e-11,1.257e-11,1.5393e-11,1.7866e-11,7.3082e-12,8.4083e-12,1.0259e-11,1.1003e-11,1.4795e-11,7.8539e-12,6.5973e-12,6.4133e-12,7.437e-12,8.2449e-12,7.6905e-12,8.1194e-12,7.3452e-12,7.2006e-12,7.0528e-12,6.5892e-12,1.0773e-11,7.6872e-12,6.7575e-12,7.3175e-12,4.7467e-12,5.2481e-12,5.5848e-12,4.1836e-12,3.5689e-12,3.6483e-12,4.445e-12,3.696e-12,3.0429e-12,3.7955e-12,3.4969e-12,2.8395e-12
1.5019e-11,1.8284e-11,1.7533e-11,1.4457e-11,1.3437e-11,1.4217e-11,1.5448e-11,1.4509e-11,1.5663e-11,1.704e-11,1.6023e-11,1.9636e-11,7.5789e-12,1.1299e-11,1.5416e-11,1.3659e-11,1.5332e-11,1.0459e-11,1.9917e-11,1.6329e-11,8.2084e-12,8.8684e-12,9.4142e-12,7.7211e-12,6.1743e-12,7.163e-12,7.0593e-12,5.8691e-12,7.3791e-12,6.0047e-12,8.8691e-12,7.8693e-12,6.4761e-12,7.2376e-12,8.936e-12,6.7649e-12,4.9155e-12,4.427e-12,5.6122e-12,7.0113e-12,4.7401e-12,6.0134e-12,3.0246e-12,3.4371e-12,3.8041e-12,2.8518e-12,3.6856e-12,3.1293e-12
4.2152e-11,2.083e-11,1.9571e-11,2.1108e-11,1.5914e-11,1.2412e-11,1.5527e-11,1.03e-11,1.4818e-11,1.784e-11,1.6031e-11,1.9511e-11,1.1458e-11,1.8279e-11,1.391e-11,1.4699e-11,1.6033e-11,1.6523e-11,1.1726e-11,1.7412e-11,1.9412e-11,9.6151e-12,7.28e-12,9.3043e-12,9.5667e-12,1.1834e-11,5.2239e-12,7.0805e-12,7.4862e-12,7.3224e-12,4.2179e-12,1.2549e-11,1.0374e-11,7.1778e-12,6.1677e-12,6.915e-12,1.1445e-11,4.0539e-12,6.6265e-12,5.077e-12,5.4956e-12,5.7302e-12,2.5549e-12,3.9867e-12,2.5562e-12,2.0379e-12,3.4031e-12,2.6177e-12
3.974e-11,4.0395e-11,2.4646e-11,1.454e-11,1.4923e-11,2.3771e-11,1.9608e-11,1.4824e-11,1.1819e-11,8.8752e-12,1.5915e-11,1.57e-11,1.4821e-11,1.9096e-11,2.1383e-11,1.1128e-11,1.1023e-11,2.3708e-11,1.1794e-11,9.1003e-12,1.6623e-11,1.444e-11,6.3811e-12,8.7183e-12,1.1802e-11,8.8951e-12,7.2182e-12,6.849e-12,5.2595e-12,4.2661e-12,5.5254e-12,7.0793e-12,9.2038e-12,9.1938e-12,6.0836e-12,5.0553e-12,7.1614e-12,6.5218e-12,6.2048e-12,4.6182e-12,4.2699e-12,4.7354e-12,3.7135e-12,3.6707e-12,2.5873e-12,2.3809e-12,2.9949e-12,3.1478e-12
5.2464e-11,2.3134e-11,1.7384e-11,1.6529e-11,1.6409e-11,1.2107e-11,2.0153e-11,1.0736e-11,1.0135e-11,1.5311e-11,1.5095e-11,1.5953e-11,1.7273e-11,1.7034e-11,1.1861e-11,1.5427e-11,1.4543e-11,1.3954e-11,1.2335e-11,1.1199e-11,1.6062e-11,6.7168e-12,1.039e-11,8.981e-12,1.2913e-11,7.3376e-12,5.2627e-12,4.6712e-12,6.0366e-12,5.0037e-12,5.0505e-12,9.2592e-12,6.8035e-12,8.2783e-12,8.8882e-12,8.7207e-12,5.3532e-12,5.853e-12,5.2121e-12,5.1624e-12,5.2943e-12,6.315e-12,3.4179e-12,2.5936e-12,2.9891e-12,3.4878e-12,3.4301e-12,3.3907e-12
