1.4038e-11,1.4134e-11,1.6523e-11,1.2398e-11,1.8949e-11,1.9319e-11,1.6754e-11,1.3945e-11,1.1819e-11,1.6729e-11,1.3916e-11,1.9487e-11,1.5455e-11,7.5629e-12,1.6454e-11,1.648e-11,1.7699e-11,1.0728e-11,9.8942e-12,1.6611e-11,8.7247e-12,8.9663e-12,9.2021e-12,5.2568e-12,6.8214e-12,7.9067e-12,9.6053e-12,7.1744e-12,8.1146e-12,6.3191e-12,5.5237e-12,7.3477e-12,6.8565e-12,1.3286e-11,7.0903e-12,5.6402e-12,5.8035e-12,6.4188e-12,5.3037e-12,4.9396e-12,3.9708e-12,5.1281e-12,3.0794e-12,3.0308e-12,4.1933e-12,2.4667e-12,3.4469e-12,3.4898e-12
2.3033e-11,1.7544e-11,1.7097e-11,1.5719e-11,1.364e-11,1.189e-11,1.4863e-11,1.7555e-11,2.7465e-11,1.526e-11,1.5909e-11,1.3401e-11,1.7419e-11,1.191e-11,2.0676e-11,2.1744e-11,1.1282e-11,1.5086e-11,1.6985e-11,2.0741e-11,1.0447e-11,7.3574e-12,1.1993e-11,9.1913e-12,8.1508e-12,6.9647e-12,9.0462e-12,6.3667e-12,7.1738e-12,6.9284e-12,7.0808e-12,6.512e-12,6.9674e-12,5.309e-12,6.3479e-12,5.7499e-12,5.3433e-12,4.6887e-12,5.1894e-12,5.2395e-12,4.3631e-12,3.7566e-12,4.1517e-12,3.8322e-12,3.2868e-12,2.6937e-12,4.0865e-12,4.4277e-12
2.1452e-11,2.1212e-11,1.888e-11,1.2305e-11,2.2281e-11,1.6e-11,1.9799e-11,1.3416e-11,1.5568e-11,1.416e-11,1.1511e-11,1.811e-11,1.7432e-11,1.2047e-11,1.0788e-11,2.092e-11,9.8985e-12,1.0969e-11,1.2222e-11,1.0911e-11,1.0562e-11,6.6723e-12,8.8619e-12,7.06e-12,1.1074e-11,6.2667e-12,5.9588e-12,8.5233e-12,8.4362e-12,7.7707e-12,7.577e-12,7.9e-12,6.0369e-12,1.0725e-11,6.2911e-12,5.3311e-12,4.0751e-12,3.5402e-12,5.3994e-12,4.9308e-12,4.2624e-12,3.5762e-12,3.2036e-12,3.508e-12,3.3049e-12,3.3436e-12,2.9756e-12,2.9286e-12
2.2788e-11,1.2552e-11,1.3221e-11,1.5953e-11,1.7183e-11,1.0377e-11,1.3319e-11,1.5628e-11,1.3824e-11,1.5256e-11,1.2473e-11,1.8508e-11,1.2688e-11,1.3963e-11,1.6855e-11,1.8356e-11,1.1114e-11,1.4918e-11,1.8511e-11,1.2719e-11,7.4075e-12,9.063e-12,6.9129e-12,1.134e-11,7.4687e-12,7.1537e-12,8.7793e-12,5.749e-12,8.3595e-12,8.2216e-12,1.0159e-11,7.0536e-12,9.1802e-12,7.5967e-12,6.9865e-12,5.6485e-12,5.5378e-12,4.5335e-12,4.7261e-12,4.9613e-12,5.5471e-12,4.6913e-12,4.4086e-12,3.8338e-12,2.882e-12,2.7225e-12,3.4644e-12,3.6962e-12
1.5362e-11,1.2597e-11,1.7729e-11,1.2135e-11,2.1997e-11,2.7285e-11,1.6794e-11,1.6608e-11,1.4849e-11,1.6647e-11,2.2083e-11,1.4128e-11,1.5691e-11,1.3671e-11,1.6674e-11,1.2854e-11,1.134e-11,8.4759e-12,9.9237e-12,1.0924e-11,8.9413e-12,8.4731e-12,8.5384e-12,8.3873e-12,7.45e-12,7.75e-12,6.3008e-12,8.5187e-12,6.2574e-12,5.9597e-12,7.7649e-12,8.8781e-12,1.2352e-11,8.1922e-12,5.25e-12,5.7593e-12,8.8371e-12,5.2984e-12,3.8635e-12,5.7028e-12,4.8026e-12,3.8527e-12,4.1759e-12,3.5016e-12,3.6756e-12,3.4951e-12,3.6722e-12,2.3522e-12
1.7379e-11,2.5428e-11,2.366e-11,1.7589e-11,1.5094e-11,1.6395e-11,2.2906e-11,1.4547e-11,1.6169e-11,1.5635e-11,1.1937e-11,2.3107e-11,1.4829e-11,1.2409e-11,1.5536e-11,1.792e-11,7.1036e-12,8.422e-12,1.0148e-11,1.0732e-11,1.5154e-11,7.8143e-12,6.4785e-12,6.3511e-12,7.4629e-12,8.1675e-12,7.6753e-12,8.1402e-12,7.3359e-12,7.1856e-12,7.029e-12,6.5678e-12,1.0971e-11,7.7545e-12,6.7112e-12,7.2982e-12,4.8008e-12,5.2956e-12,5.5606e-12,4.2452e-12,3.6826e-12,3.7613e-12,4.511e-12,3.6614e-12,3.0312e-12,3.8372e-12,3.5681e-12,2.774e-12
1.4499e-11,1.8122e-11,1.7384e-11,1.4202e-11,1.3392e-11,1.4238e-11,1.5534e-11,1.4526e-11,1.5783e-11,1.7053e-11,1.6008e-11,1.9846e-11,7.4365e-12,1.1218e-11,1.5395e-11,1.3506e-11,1.5413e-11,1.0435e-11,1.9928e-11,1.665e-11,8.2686e-12,8.7814e-12,9.4398e-12,7.735e-12,6.0535e-12,7.1134e-12,7.087e-12,5.7001e-12,7.3096e-12,5.859e-12,8.7559e-12,7.7568e-12,6.3551e-12,7.29e-12,9.1052e-12,6.7067e-12,4.8061e-12,4.3862e-12,5.6277e-12,7.0736e-12,4.804e-12,6.0929e-12,3.0022e-12,3.3744e-12,3.8319e-12,2.8675e-12,3.7625e-12,3.1023e-12
4.264e-11,2.0877e-11,1.9357e-11,2.1007e-11,1.586e-11,1.2393e-11,1.5145e-11,1.0241e-11,1.5172e-11,1.7896e-11,1.6091e-11,1.949e-11,1.1305e-11,1.8745e-11,1.3762e-11,1.4713e-11,1.6159e-11,1.6608e-11,1.165e-11,1.7706e-11,1.9569e-11,9.6641e-12,7.1252e-12,9.0695e-12,9.6532e-12,1.2283e-11,5.1354e-12,7.4094e-12,7.4198e-12,7.4933e-12,4.1407e-12,1.2914e-11,1.0686e-11,7.3034e-12,6.0564e-12,6.9999e-12,1.1779e-11,4.032e-12,6.5952e-12,5.0457e-12,5.5859e-12,5.8259e-12,2.4965e-12,4.0241e-12,2.5501e-12,1.9732e-12,3.4435e-12,2.6536e-12
3.9377e-11,3.9492e-11,2.4336e-11,1.4136e-11,1.475e-11,2.4203e-11,1.9814e-11,1.452e-11,1.16e-11,8.7828e-12,1.5976e-11,1.5567e-11,1.7305e-11,1.925e-11,2.168e-11,1.1125e-11,1.1115e-11,2.3797e-11,1.1768e-11,8.8111e-12,1.6709e-11,1.4434e-11,6.332e-12,8.6704e-12,1.1872e-11,9.1662e-12,7.2046e-12,7.0667e-12,5.2973e-12,4.1619e-12,5.4382e-12,6.9671e-12,9.0682e-12,9.3889e-12,6.0099e-12,4.9843e-12,7.0798e-12,6.3732e-12,6.0682e-12,4.582e-12,4.2233e-12,4.8789e-12,3.6462e-12,3.6712e-12,2.5726e-12,2.3766e-12,2.9972e-12,3.2301e-12
4.9786e-11,2.2638e-11,1.7008e-11,1.6769e-11,1.6523e-11,1.1924e-11,2.0319e-11,1.0426e-11,1.0132e-11,1.4936e-11,1.4867e-11,1.5868e-11,1.7416e-11,1.7063e-11,1.1851e-11,1.5507e-11,1.4454e-11,1.3913e-11,1.2144e-11,1.1023e-11,1.6141e-11,6.8072e-12,1.0354e-11,9.2434e-12,1.3253e-11,7.8123e-12,5.2156e-12,4.6141e-12,6.1167e-12,4.8878e-12,4.8294e-12,9.4575e-12,6.6937e-12,8.2493e-12,9.0521e-12,8.8243e-12,5.2805e-12,5.8569e-12,5.1225e-12,5.048e-12,5.3945e-12,6.3743e-12,3.4113e-12,2.5283e-12,2.9507e-12,3.6578e-12,3.5113e-12,3.385e-12
