0 -0.44411-4.6e-05i 0 -2.9e-05+0.21421i 0 -6e-05+0.6082i 0 0.35854-0.000526i -0.2297+0.000984i 0 0.000129+0.29018i -0.34849+4e-06i
-3.6e-05+0.35355i 0.16242-5e-05i 0.17103-0.00017i -7e-06+0.44475i 0.000122+0.35355i 9.6e-05-0.20488i -0.15189+4.3e-05i 0.24642-0.000595i -0.31404+0.000862i 0.44461-4.6e-05i 3.2e-05+0.1011i 0.25353+6e-06i
3.6e-05-0.35355i 0.16242-5e-05i -0.17103+0.00017i -7e-06+0.44475i -0.000122-0.35355i 9.6e-05-0.20488i 0.15189-4.3e-05i 0.24642-0.000595i -0.31404+0.000862i -0.44461+4.6e-05i 3.2e-05+0.1011i 0.25353+6e-06i
0 -0.44411+4e-05i 0 -0.000102-0.21421i 0 3.7e-05-0.6082i 0 0.35854-0.000587i -0.2297+0.000792i 0 -5.4e-05-0.29018i -0.34849+1.4e-05i
-1.2e-05+0.35355i 0.16242+2.9e-05i -0.44475+0.000231i -1e-06-0.17103i -0.000248-0.35355i 9.6e-05-0.15189i -0.20488+2.3e-05i -0.24642-0.000249i -0.31404+0.000292i 0.1011-2.2e-05i 9.4e-05+0.44461i -0.25353+1.4e-05i
3.9e-05-0.35355i 0.16242-8e-06i -0.44475-9.7e-05i 1.8e-05+0.17103i -0.000132+0.35355i 3.6e-05+0.15189i -0.20488+3.9e-05i -0.24642-0.000164i -0.31404+0.000295i 0.1011-9e-06i -8.3e-05-0.44461i -0.25353-2.4e-05i
1e-05 -0.44411 0.21421 -5.4e-05 0.000129 6e-05 -0.6082 -0.35854 -0.2297 -0.29018 -3.1e-05 0.34849
-3.9e-05+0.35355i 0.16242-8e-06i 0.44475+9.7e-05i 1.8e-05+0.17103i 0.000132-0.35355i 3.6e-05+0.15189i 0.20488-3.9e-05i -0.24642-0.000164i -0.31404+0.000295i -0.1011+9e-06i -8.3e-05-0.44461i -0.25353-2.4e-05i
1.2e-05-0.35355i 0.16242+2.9e-05i 0.44475-0.000231i -1e-06-0.17103i 0.000248+0.35355i 9.6e-05-0.15189i 0.20488-2.3e-05i -0.24642-0.000249i -0.31404+0.000292i -0.1011+2.2e-05i 9.4e-05+0.44461i -0.25353+1.4e-05i
-1e-05 -0.44411 -0.21421 -5.4e-05 -0.000129 6e-05 0.6082 -0.35854 -0.2297 0.29018 -3.1e-05 0.34849
-0.35355+1e-06i 0-1.5e-05i 0.000122-0.14462i 0.47863+6.1e-05i 0.35355+4.7e-05i 6.3e-05+0.35355i 2.6e-05+2e-06i 0-2.9e-05i 4.3e-05-0.35355i 0-2.7e-05i 3e-06+0.47863i -0.14462-0.000155i
0.35355-1e-06i 0-1.5e-05i -0.000122+0.14462i 0.47863+6.1e-05i -0.35355-4.7e-05i 6.3e-05+0.35355i 2.6e-05+2e-06i 0+2.9e-05i 4.3e-05-0.35355i 0-2.7e-05i -3e-06-0.47863i -0.14462-0.000155i
0 -0.5-5.4e-05i 0 0+2.3e-05i 0 -3.7e-05 0.061712-0.70441i 0 2.1e-05 -0.5-5.6e-05i 0 0-5e-05i
-0.35355-1e-06i 0-1.5e-05i 0.000122+0.14462i -0.47863-0.000182i 0.35355-4.7e-05i -6.3e-05+0.35355i -2.6e-05-2e-06i 0+2.9e-05i -4.3e-05-0.35355i 0-2.7e-05i 3e-06-0.47863i 0.14462-0.000152i
0.35355+1e-06i 0-1.5e-05i -0.000122-0.14462i -0.47863-0.000182i -0.35355+4.7e-05i -6.3e-05+0.35355i -2.6e-05-2e-06i 0-2.9e-05i -4.3e-05-0.35355i 0-2.7e-05i -3e-06+0.47863i 0.14462-0.000152i
0 -0.5+5.4e-05i 0 0-2.3e-05i 0 -3.7e-05 -0.061556+0.70442i 0 2.1e-05 -0.5+5.6e-05i 0 0+5e-05i
-0.35355+1.6e-05i 0+1.5e-05i -0.000144-0.47863i 0.14462-6e-06i -0.35355+0.000183i 4.6e-05+0.35355i -2.9e-05-3e-06i 0+2.6e-05i -0.000186+0.35355i 0-2.7e-05i -9e-06-0.14462i 0.47863+0.000121i
0.35355+1.6e-05i 0+1.5e-05i 0.000144-0.47863i -0.14462-8e-05i 0.35355+0.000183i -4.6e-05+0.35355i 2.9e-05+3e-06i 0+2.6e-05i 0.000186+0.35355i 0-2.7e-05i 9e-06-0.14462i -0.47863+0.000113i
0 -0.5 -2.3e-05 0 0 3.7e-05 -2e-06 -0.70711 2.1e-05 0.5 -5e-05 0
-0.35355-1.6e-05i 0+1.5e-05i -0.000144+0.47863i -0.14462-8e-05i -0.35355-0.000183i -4.6e-05+0.35355i 2.9e-05+3e-06i 0-2.6e-05i 0.000186+0.35355i 0-2.7e-05i -9e-06+0.14462i -0.47863+0.000113i
0.35355-1.6e-05i 0+1.5e-05i 0.000144+0.47863i 0.14462-6e-06i 0.35355-0.000183i 4.6e-05+0.35355i -2.9e-05-3e-06i 0-2.6e-05i -0.000186+0.35355i 0-2.7e-05i 9e-06+0.14462i 0.47863+0.000121i
0 -0.5 2.3e-05 0 0 3.7e-05 -2e-06 0.70711 2.1e-05 0.5 5e-05 0
-3.6e-05-0.35355i -0.16242-5e-05i 0.17103+0.00017i 1.5e-05+0.44475i 0.000122-0.35355i -0.000101-0.20488i -0.15189-4.3e-05i -0.24642-0.000595i 0.31404+0.000862i 0.44461+4.6e-05i -7.8e-05+0.1011i -0.25353+6e-06i
3.6e-05+0.35355i -0.16242-5e-05i -0.17103-0.00017i 1.5e-05+0.44475i -0.000122+0.35355i -0.000101-0.20488i 0.15189+4.3e-05i -0.24642-0.000595i 0.31404+0.000862i -0.44461-4.6e-05i -7.8e-05+0.1011i -0.25353+6e-06i
0 -0.44411-4e-05i 0 -9.8e-05+0.21421i 0 5.2e-05+0.6082i 0 0.35854+0.000587i -0.2297-0.000792i 0 -0.000186+0.29018i -0.34849-1.4e-05i
-3.9e-05-0.35355i -0.16242+3e-05i -0.17103+0.000131i 1.5e-05-0.44475i -2.9e-05-0.35355i 4e-06+0.20488i 0.15189-7e-06i -0.24642-0.000583i 0.31404+0.00098i -0.44461-5.7e-05i 4.6e-05-0.1011i -0.25353-2.9e-05i
3.9e-05+0.35355i -0.16242+3e-05i 0.17103-0.000131i 1.5e-05-0.44475i 2.9e-05+0.35355i 4e-06+0.20488i -0.15189+7e-06i -0.24642-0.000583i 0.31404+0.00098i 0.44461+5.7e-05i 4.6e-05-0.1011i -0.25353-2.9e-05i
0 -0.44411+4.6e-05i 0 -3.3e-05-0.21421i 0 -7.5e-05-0.6082i 0 0.35854+0.000526i -0.2297-0.000984i 0 0.000261-0.29018i -0.34849-4e-06i
-3.9e-05-0.35355i -0.16242-8e-06i 0.44475-9.7e-05i -1.5e-05+0.17103i 0.000132+0.35355i -3.2e-05+0.15189i 0.20488+3.9e-05i 0.24642-0.000164i 0.31404+0.000295i -0.1011-9e-06i 0.000285-0.44461i 0.25353-2.4e-05i
1.2e-05+0.35355i -0.16242+2.9e-05i 0.44475+0.000231i -2e-06-0.17103i 0.000248-0.35355i -9.9e-05-0.15189i 0.20488+2.3e-05i 0.24642-0.000249i 0.31404+0.000292i -0.1011-2.2e-05i -0.000296+0.44461i 0.25353+1.4e-05i
1e-05 -0.44411 0.21421 -5.4e-05 0.000129 6e-05 -0.6082 -0.35854 -0.2297 -0.29018 -3.1e-05 0.34849
-1.2e-05-0.35355i -0.16242+2.9e-05i -0.44475-0.000231i -2e-06-0.17103i -0.000248+0.35355i -9.9e-05-0.15189i -0.20488-2.3e-05i 0.24642-0.000249i 0.31404+0.000292i 0.1011+2.2e-05i -0.000296+0.44461i 0.25353+1.4e-05i
3.9e-05+0.35355i -0.16242-8e-06i -0.44475+9.7e-05i -1.5e-05+0.17103i -0.000132-0.35355i -3.2e-05+0.15189i -0.20488-3.9e-05i 0.24642-0.000164i 0.31404+0.000295i 0.1011+9e-06i 0.000285-0.44461i 0.25353-2.4e-05i
-1e-05 -0.44411 -0.21421 -5.4e-05 -0.000129 6e-05 0.6082 -0.35854 -0.2297 0.29018 -3.1e-05 0.34849
0.25748+7.6e-05i -0.31682-0.00012i 0.40825 -0.28418-0.000203i -0.050772+6.9e-05i 0.21632 0.44838-0.023273i -0.038706-0.010833i 0.28868 -0.25274-0.000378i 0.38671+0.006508i 0.19115
0.14563-1.6e-05i 0.38139+9.7e-05i -0.40825 -0.18606-0.000199i 0.22072+7.2e-05i 0.21632 0.38847-0.015272i -0.22806-0.00716i 0.28868 0.457+8.5e-05i -0.06792-0.001534i 0.19115
0.40311+1.1e-05i 0.064571-3.1e-05i 0 -0.47023-0.000551i 0.16994+0.000195i -0.054002-2e-06i -0.47304+0.021721i 0.15079+0.010192i -0.28868-4e-06i 0.029131-3.8e-05i 0.045466+0.000715i 0.49707+9e-06i
0.25748+2.4e-05i -0.31682-0.000107i 0 0.08794+0.000207i -0.49221-0.000115i -0.48665-0.000111i -0.084566+0.006568i -0.077265+0.003086i 0.28868+6.5e-05i 0.48613+6.8e-05i -0.022454-0.000813i 0.11478+2.7e-05i
0.14563-6.1e-05i 0.38139+6.9e-05i 0 0.38229+0.000241i 0.32226-4.2e-05i -0.48665-0.000111i -0.02466-0.001487i 0.11209-0.000754i 0.28868+6.5e-05i -0.22361-0.00042i 0.43217+0.007246i 0.11478+2.7e-05i
0.40311-3.7e-05i 0.064571-3.8e-05i 0 0.47023+0.000448i -0.16994-0.000157i 0.48665+0.000111i -0.10923+0.005081i 0.03482+0.002332i -0.28868-6.5e-05i 0.26252-0.000352i 0.40972+0.006432i -0.11478-2.7e-05i
0.25748+5.5e-05i -0.31682-0.000145i 0 -0.08794-0.000226i 0.49221+0.000223i 0.054002+2e-06i -0.36625+0.028224i -0.33462+0.013165i 0.28868+4e-06i 0.053945+9e-06i -0.002492-9e-05i -0.49707-9e-06i
0.14563-7.6e-05i 0.38139+0.00012i 0.40825 0.18606+0.000203i -0.22072-6.9e-05i 0.21632 -0.25702+0.023273i -0.36944+0.010833i 0.28868 -0.20857+0.000378i -0.41221-0.006508i 0.19115
0.40311+1e-05i 0.064571-6.3e-05i 0.40825 0.098117+5e-06i 0.27149-2e-06i -0.21632 0.39091-0.026749i 0.22254-0.012541i -0.28868 0.16967+0.000395i -0.42968-0.00714i -0.19115
0.25748+2.6e-05i -0.31682-0.00016i -0.40825 0.28418+0.000204i 0.050772-7.4e-05i 0.21632 0.002438-0.011477i 0.4506-0.005381i 0.28868 -0.28733+0.00031i -0.36176-0.005605i 0.19115
0.14563-4.3e-05i 0.38139+0.000114i 0 -0.38229-0.000325i -0.32226-2.8e-05i 0.054003+2e-06i -0.10679-0.006503i 0.48541-0.002974i 0.28868+4e-06i -0.024814-4.7e-05i 0.047957+0.000805i -0.49707-9e-06i
0.40311 0.064571 -0.40825 -0.098117 -0.27149 -0.21632 0.19136 -0.40815 -0.28868 -0.46131 -0.025503 -0.19115
0.22176+2.3e-05i 0.22179+2.3e-05i -4.6e-05+0.35358i 4.6e-05-0.35352i 2e-05+2.1e-05i -0.27769-0.000124i -1.1e-05-4e-06i 0+0.5i -0.27502+1.9e-05i 0.27568-1.9e-05i -0.4158+4e-06i -5e-06-4e-06i
0.22176+2.3e-05i 0.22179+2.3e-05i 4.6e-05-0.35358i -4.6e-05+0.35352i 2e-05+2.1e-05i 0.27769+0.000124i 1.1e-05-4e-06i 0+0.5i -0.27502+1.9e-05i 0.27568-1.9e-05i 0.4158-4e-06i -5e-06-4e-06i
-1.9e-05-0.38942i 1.9e-05+0.38938i 0 0 -0.42643+0.40489i 0 0 4e-05 -8e-06-0.31401i -8e-06-0.31326i 0 0.21836-0.32641i
0.22176-1.9e-05i 0.22179-1.9e-05i 3.9e-05+0.35358i -3.9e-05-0.35352i -2e-05-2.1e-05i 0.27769-0.000118i 1.1e-05+4e-06i 1e-05-0.5i -0.27502-2.5e-05i 0.27568+2.5e-05i 0.4158+1.2e-05i 5e-06+4e-06i
0.22176-1.9e-05i 0.22179-1.9e-05i -3.9e-05-0.35358i 3.9e-05+0.35352i -2e-05-2.1e-05i -0.27769+0.000118i -1.1e-05+4e-06i 1e-05-0.5i -0.27502-2.5e-05i 0.27568+2.5e-05i -0.4158-1.2e-05i 5e-06+4e-06i
2.7e-05-0.38942i -2.7e-05+0.38938i 0 0 0.42647-0.40484i 0 0 -4e-05 1.4e-05-0.31401i 1.4e-05-0.31326i 0 -0.21839+0.32639i
-2e-06-0.22178i 2e-06+0.22177i -0.35352-4e-06i -0.35358-4e-06i -0.20138+0.1912i 0-2.9e-05i -5e-06+0.5i 1.1e-05+4e-06i -2e-06+0.27569i -2e-06+0.27501i 0+6e-06i -0.23121+0.34559i
2e-06-0.22178i -2e-06+0.22177i 0.35352-4e-06i 0.35358-4e-06i 0.20139-0.19119i 0-2.9e-05i 6e-06+0.5i -1.1e-05+4e-06i 2e-06+0.27569i 2e-06+0.27501i 0+6e-06i 0.2312-0.34559i
0.38939 0.38941 -0.000105 0.000105 0 -0.58803 -4e-05 -6e-05 0.31325 -0.31402 0.39271 0
2e-06-0.22178i -2e-06+0.22177i -0.35352+4e-06i -0.35358+4e-06i 0.20139-0.19119i 0+2.9e-05i -6e-06-0.5i -1.1e-05-4e-06i 2e-06+0.27569i 2e-06+0.27501i 0-6e-06i 0.2312-0.34559i
-2e-06-0.22178i 2e-06+0.22177i 0.35352+4e-06i 0.35358+4e-06i -0.20138+0.1912i 0+2.9e-05i 5e-06-0.5i 1.1e-05-4e-06i -2e-06+0.27569i -2e-06+0.27501i 0-6e-06i -0.23121+0.34559i
0.38939 0.38941 0.000105 -0.000105 0 0.58803 4e-05 -6e-05 0.31325 -0.31402 -0.39271 0
-0.35355-2.7e-05i 0.16242+1e-06i -0.17103-0.00022i 0.44475-2.1e-05i -0.35355-0.000278i 0.20488-0.00013i -0.15189-2.5e-05i 0.24642-0.000832i 0.31404-0.000687i 0.44461+4.2e-05i -0.1011-2.1e-05i -0.25353+1.5e-05i
0 -0.44411+3.4e-05i 0 -0.21421-3.1e-05i 0 0.6082-0.000323i 0 0.35854-0.000888i 0.2297-0.00077i 0 0.29018-6.8e-05i 0.34849+1.5e-05i
0.35355+2.7e-05i 0.16242+1e-06i 0.17103+0.00022i 0.44475-2.1e-05i 0.35355+0.000278i 0.20488-0.00013i 0.15189+2.5e-05i 0.24642-0.000832i 0.31404-0.000687i -0.44461-4.2e-05i -0.1011-2.1e-05i -0.25353+1.5e-05i
-0.35355 0.16242 -0.44475 0.17103 0.35355 -0.15189 0.20488 -0.24642 0.31404 -0.1011 0.44461 0.25353
0+1e-05i -0.44411+8.1e-05i 0.21421+0.000111i 0-5.4e-05i 0+0.000129i 0-6e-05i 0.6082+6.9e-05i -0.35854+0.000362i 0.2297+0.000214i 0.29018+6.4e-05i 0+3.1e-05i -0.34849-1.9e-05i
0.35355+2.7e-05i 0.16242-3.7e-05i -0.44475-0.000328i -0.17103+1.7e-05i -0.35355-0.00038i 0.15189-0.000131i 0.20488-1.6e-05i -0.24642+8.4e-05i 0.31404-3e-06i -0.1011-1.3e-05i -0.44461-1.1e-05i 0.25353+3.7e-05i
-0.35355-2.4e-05i 0.16242-7.9e-05i 0.17103-8.1e-05i -0.44475-9e-06i -0.35355-0.000126i -0.20488+3.3e-05i 0.15189-2.6e-05i 0.24642-0.000844i 0.31404-0.000569i -0.44461-5.2e-05i 0.1011-1.1e-05i -0.25353-2e-05i
0 -0.44411+0.000121i 0 0.21421-0.000101i 0 -0.6082+0.000345i 0 0.35854-0.000949i 0.2297-0.000579i 0 -0.29018-7e-06i 0.34849+4e-06i
0.35355+2.4e-05i 0.16242-7.9e-05i -0.17103+8.1e-05i -0.44475-9e-06i 0.35355+0.000126i -0.20488+3.3e-05i -0.15189+2.6e-05i 0.24642-0.000844i 0.31404-0.000569i 0.44461+5.2e-05i 0.1011-1.1e-05i -0.25353-2e-05i
-0.35355-2.7e-05i 0.16242-3.7e-05i 0.44475+0.000328i -0.17103+1.7e-05i 0.35355+0.00038i 0.15189-0.000131i -0.20488+1.6e-05i -0.24642+8.4e-05i 0.31404-3e-06i 0.1011+1.3e-05i -0.44461-1.1e-05i 0.25353+3.7e-05i
0-1e-05i -0.44411+8.1e-05i -0.21421-0.000111i 0-5.4e-05i 0-0.000129i 0-6e-05i -0.6082-6.9e-05i -0.35854+0.000362i 0.2297+0.000214i -0.29018-6.4e-05i 0+3.1e-05i -0.34849-1.9e-05i
0.35355 0.16242 0.44475 0.17103 -0.35355 -0.15189 -0.20488 -0.24642 0.31404 0.1011 0.44461 0.25353
-0.353-8e-06i 0 0 -0.60548+0.003166i 0 0.22761+0.001096i -0.35411-0.000189i 0 -0.26707-5.9e-05i -0.44519+0.000104i 0 -0.24911+4.9e-05i
0.25039+1.4e-05i -0.35355-1.1e-05i 0.35355+6.3e-05i 0.11718-0.001342i 0.23013+0.000158i 0.3148-0.00056i -0.2496-0.000235i -0.12424+3.6e-05i -0.44598-4.8e-05i 0.16094-0.000101i -0.42615+1.3e-05i 0.19331+2.9e-05i
0.25039+1.4e-05i 0.35355+1.1e-05i -0.35355-6.3e-05i 0.11718-0.001342i -0.23013-0.000158i 0.3148-0.00056i -0.2496-0.000235i 0.12424-3.6e-05i -0.44598-4.8e-05i 0.16094-0.000101i 0.42615-1.3e-05i 0.19331+2.9e-05i
-0.353-2e-06i 0+3.1e-05i 0-0.000123i 4e-06+0.000703i -0.60549-0.000235i -0.22761-0.000373i -0.35411-0.000887i -0.26707+2.8e-05i 0+5e-06i 0.44519-0.000143i -0.24911-7e-06i 0+1e-06i
0.25039+1.2e-05i -0.35355+3.2e-05i -0.35355+1.3e-05i 0.23013-0.000457i 0.11718-2.2e-05i -0.3148-0.000842i -0.2496-0.000909i -0.44598+0.00011i -0.12424-4.6e-05i -0.16094+2.9e-05i 0.19331-2.8e-05i -0.42615+1.4e-05i
0.25039 0.35355-3.1e-05i 0.35355+2e-06i -0.23012+0.002231i 0.11718+7.6e-05i -0.3148+0.00032i -0.2496-0.000702i -0.44598+0.000127i 0.12424-6.3e-05i -0.16094+5.6e-05i 0.19331-2.3e-05i 0.42615-2.2e-05i
-0.353-2e-06i 0-3.1e-05i 0+0.000123i 4e-06+0.000703i 0.60549+0.000235i -0.22761-0.000373i -0.35411-0.000887i 0.26707-2.8e-05i 0+5e-06i 0.44519-0.000143i 0.24911+7e-06i 0+1e-06i
0.25039 -0.35355+3.1e-05i -0.35355-2e-06i -0.23012+0.002231i -0.11718-7.6e-05i -0.3148+0.00032i -0.2496-0.000702i 0.44598-0.000127i 0.12424-6.3e-05i -0.16094+5.6e-05i -0.19331+2.3e-05i 0.42615-2.2e-05i
0.25039+1.2e-05i 0.35355-3.2e-05i 0.35355-1.3e-05i 0.23013-0.000457i -0.11718+2.2e-05i -0.3148-0.000842i -0.2496-0.000909i 0.44598-0.00011i -0.12424-4.6e-05i -0.16094+2.9e-05i -0.19331+2.8e-05i -0.42615+1.4e-05i
-0.353-2.4e-05i 0 0 0.60547-0.003959i 0 0.22761-0.00187i -0.35411-0.000655i 0 0.26707-0.000116i -0.44519+0.000123i 0 0.24911+5e-06i
0.25039 -0.35355 0.35355 -0.11719 -0.23013 0.3148 -0.2496 0.12424 0.44598 0.16094 0.42615 -0.19331
0.25039 0.35355 -0.35355 -0.11719 0.23013 0.3148 -0.2496 -0.12424 0.44598 0.16094 -0.42615 -0.19331
-0.000194-0.28853i 0+2.1e-05i -0.000253+0.40835i 9e-05+0.14221i 0-0.000226i 0.004385+0.42028i -0.000246-0.48105i 0-5.1e-05i 0.000125-0.27083i -0.000106-0.47935i 0+1.4e-05i 0.001481+0.13634i
0.000253+0.40835i 0+4e-06i -0.000371+0.28853i 0.000653+0.47935i 0-5e-05i -0.002475-0.27082i 0.000181-0.13635i 0+6e-06i 0.00012-0.4203i 0.00012+0.14221i 0+8e-06i -0.005094-0.48102i
1e-06 0.5+1.7e-05i -1.6e-05 -8e-06 0.5+1.8e-05i -1.5e-05 -0.000231 -0.5-1.7e-05i 1.5e-05 5e-05 0.5+1.8e-05i 1.3e-05
-0.000178-0.28853i 0+2.1e-05i 6.9e-05+0.40835i -0.00042-0.14221i 0+0.000226i 0.003768+0.42028i -0.000163+0.48105i 0+5.1e-05i 3.6e-05-0.27083i 0.000208+0.47935i 0+1.4e-05i -0.001427-0.13634i
0.000274+0.40835i 0+4e-06i 0.000241+0.28853i -0.001066-0.47935i 0+5e-05i -0.002779-0.27081i 0.000204+0.13635i 0-6e-06i 0.000129-0.4203i 2.7e-05-0.14221i 0+8e-06i 0.005164+0.48102i
1e-06 0.5-5.3e-05i -1.6e-05 8e-06 -0.5+5.3e-05i -1.5e-05 0.000231 0.5-5.7e-05i 1.5e-05 -5e-05 0.5-5.7e-05i -1.3e-05
-0.000204-0.28853i 0-2.1e-05i -5e-05+0.40835i -0.000563-0.14221i 0-0.000226i -0.003831-0.42028i 0.000255-0.48105i 0+5.1e-05i -0.000171+0.27083i 0.000144+0.47935i 0+1.4e-05i 0.001448+0.13634i
0.00027+0.40835i 0-4e-06i 0.000183+0.28853i -0.001004-0.47935i 0-5e-05i 0.002637+0.27082i -0.000107-0.13635i 0-6e-06i -6.3e-05+0.4203i -0.00011-0.14221i 0+8e-06i -0.005153-0.48102i
-1e-06 0.5-3.5e-05i 1.6e-05 -8e-06 -0.5+3.5e-05i -1.5e-05 0.000231 -0.5+4e-05i 1.5e-05 5e-05 -0.5+3.9e-05i -1.3e-05
-0.000168-0.28853i 0-2.1e-05i -0.000133+0.40835i -5.3e-05+0.14221i 0+0.000226i -0.004322-0.42028i 0.000338+0.48105i 0-5.1e-05i 1.1e-05+0.27083i -0.00017-0.47935i 0+1.4e-05i -0.00146-0.13634i
0.000257+0.40835i 0-4e-06i -0.000312+0.28853i 0.000716+0.47935i 0+5e-05i 0.002617+0.27082i -8.4e-05+0.13635i 0+6e-06i -0.000186+0.4203i -1.7e-05+0.14221i 0+8e-06i 0.005105+0.48102i
-1e-06 0.5 1.6e-05 8e-06 0.5 -1.5e-05 -0.000231 0.5 1.5e-05 -5e-05 -0.5 1.3e-05
0.353+1.5e-05i 0+3.1e-05i 0+0.000123i 2e-06-0.000703i 0.60549-0.000349i -0.22761-0.000236i 0.35411+0.000403i -0.26707+3.8e-05i 0+5e-06i 0.44519+6.3e-05i 0.24911-4.4e-05i 0-1e-06i
-0.25039 0.35355 -0.35355 0.23013 -0.11718 -0.3148 0.2496 -0.44598 0.12424 -0.16094 -0.19331 -0.42615
0.25039+1.3e-05i 0.35355 -0.35355+1.4e-05i 0.23012+0.001774i 0.11718-9.8e-05i 0.31479+0.001162i -0.2496-0.000207i 0.44598+1.6e-05i 0.12424+0.000109i 0.16094+2.7e-05i 0.19331-5e-06i -0.42615-8e-06i
0.353+9e-06i 0 0 -0.60549-0.001963i 0 0.22761-0.000487i 0.35411+0.001101i 0 0.26707+4e-05i -0.44519-2.3e-05i 0 -0.24911-4e-05i
-0.25039+2e-06i 0.35355-4.3e-05i 0.35355-7.6e-05i 0.11718+0.001109i -0.23013+0.000202i 0.31479+0.001402i 0.2496+0.000675i -0.12424-6e-06i 0.44598+0.000118i 0.16094+7.2e-05i 0.42615-4.9e-05i 0.19331-3.5e-05i
0.25039-2e-06i 0.35355-4.3e-05i 0.35355-7.6e-05i -0.11718-0.001109i -0.23013+0.000202i -0.31479-0.001402i -0.2496-0.000675i -0.12424-6e-06i -0.44598-0.000118i -0.16094-7.2e-05i 0.42615-4.9e-05i -0.19331+3.5e-05i
0.353-7e-06i 0 0 0.60548+0.002756i 0 0.2276+0.002479i 0.35411+0.000635i 0 -0.26707-0.000215i -0.44519-4.3e-05i 0 0.24911-1.4e-05i
-0.25039-1.2e-05i 0.35355-3.2e-05i 0.35355-1.3e-05i -0.11719+0.000233i 0.23013-4.4e-05i 0.31479+0.000842i 0.2496+0.000909i 0.12424-3.1e-05i -0.44598-0.000166i 0.16094-2.9e-05i -0.42615+6.2e-05i -0.19331+6e-06i
0.25039+1.2e-05i 0.35355-3.2e-05i 0.35355-1.3e-05i 0.11719-0.000233i 0.23013-4.4e-05i -0.31479-0.000842i -0.2496-0.000909i 0.12424-3.1e-05i 0.44598+0.000166i -0.16094+2.9e-05i -0.42615+6.2e-05i 0.19331-6e-06i
