0.2262	0.1709	0.1741	0.1514	0.1592	0.1554	0.1344
0.2771	0.2243	0.1894	0.1993	0.1856	0.1805	0.1729
0.2898	0.2356	0.2259	0.1961	0.2144	0.1954	0.1861
