2.368e-11 1.6414e-11 1.6646e-11 1.8773e-11 1.6263e-11 2.4854e-11 1.6645e-11 1.7911e-11 1.6288e-11 1.3102e-11 9.7483e-12 1.5811e-11 1.2741e-11 1.6358e-11 1.9147e-11 2.1124e-11 1.4373e-11 1.8246e-11 1.3583e-11 1.6364e-11 1.7957e-11 1.3744e-11 2.3133e-11 1.6695e-11 2.2303e-11 1.0245e-11 1.9787e-11 1.5415e-11 1.1294e-11 1.6815e-11 2.6782e-11 1.2631e-11 1.3448e-11 1.142e-11 1.4341e-11 1.0068e-11 2.7828e-11 1.6842e-11 2.0505e-11 1.3951e-11 2.2943e-11 9.8368e-12 1.7893e-11 1.4732e-11 1.5671e-11 2.1403e-11 2.27e-11 7.1731e-12 1.1371e-11 1.4162e-11 1.027e-11 7.6192e-12 8.0166e-12 7.5733e-12 5.81e-12 1.0635e-11 1.2125e-11 9.3297e-12 7.7488e-12 9.7186e-12 6.8368e-12 1.032e-11 1.1036e-11 9.0615e-12 9.8888e-12 9.9981e-12 7.7126e-12 7.1809e-12 7.694e-12 9.7298e-12 7.3171e-12 8.1454e-12 8.9905e-12 5.5687e-12 8.1184e-12 6.725e-12 9.1059e-12 4.6515e-12 6.5201e-12 5.9879e-12 9.4257e-12 7.1591e-12 6.7292e-12 9.6372e-12 6.9285e-12 7.9015e-12 6.8504e-12 1.0726e-11 8.7435e-12 8.0571e-12 5.9686e-12 1.2315e-11 1.0921e-11 7.815e-12 9.1706e-12 7.859e-12 8.5449e-12 6.6358e-12 6.8843e-12 8.1296e-12 8.6145e-12 1.0784e-11 9.0572e-12 1.1053e-11 7.9192e-12 7.4312e-12 8.877e-12 7.2247e-12 1.349e-11 1.3455e-11 8.1469e-12 9.7435e-12 7.6535e-12 1.0553e-11 8.8216e-12 7.1822e-12 6.7058e-12 6.1082e-12 6.0014e-12 9.0812e-12 6.9776e-12 5.7109e-12 4.4329e-12 5.035e-12 4.8511e-12 3.3179e-12 5.3577e-12 3.9424e-12 2.8229e-12 3.833e-12 4.4066e-12 4.7187e-12 3.6746e-12 3.9341e-12 4.2164e-12 3.6763e-12 3.0289e-12 3.1314e-12 3.2026e-12 3.0246e-12 2.6997e-12 3.4568e-12 4.3691e-12 4.9749e-12
1.9252e-11 2.249e-11 1.8565e-11 2.2497e-11 1.9213e-11 1.6126e-11 2.1159e-11 1.6798e-11 1.7731e-11 1.5055e-11 1.158e-11 1.9262e-11 1.6295e-11 1.5547e-11 1.1353e-11 1.0369e-11 1.474e-11 1.701e-11 1.9963e-11 1.8163e-11 1.48e-11 1.4063e-11 1.3549e-11 1.4882e-11 9.7258e-12 1.3421e-11 1.8165e-11 1.3649e-11 1.3042e-11 1.5662e-11 2.1268e-11 7.8337e-12 1.517e-11 1.6438e-11 2.2109e-11 2.544e-11 1.0392e-11 1.1745e-11 1.3728e-11 1.8494e-11 1.4431e-11 2.0866e-11 8.5293e-12 9.7909e-12 1.231e-11 9.7315e-12 1.3691e-11 1.5367e-11 1.1793e-11 1.2212e-11 1.2458e-11 1.0691e-11 1.8633e-11 9.6684e-12 2.0063e-11 7.214e-12 1.6383e-11 1.8649e-11 1.7843e-11 1.5668e-11 1.1168e-11 1.2613e-11 7.8505e-12 1.3375e-11 9.3435e-12 8.1506e-12 8.7406e-12 1.2637e-11 7.0391e-12 9.7368e-12 1.2208e-11 5.2537e-12 5.9782e-12 6.5889e-12 7.2749e-12 1.024e-11 5.6906e-12 4.8064e-12 5.5477e-12 7.7399e-12 5.0628e-12 5.6713e-12 5.2496e-12 5.6238e-12 6.6616e-12 7.0607e-12 9.753e-12 7.1745e-12 1.1864e-11 7.8842e-12 7.5284e-12 8.1676e-12 8.807e-12 8.5621e-12 6.6657e-12 6.5647e-12 8.5984e-12 9.6592e-12 1.164e-11 9.0755e-12 8.3816e-12 7.929e-12 1.2408e-11 9.8191e-12 1.32e-11 1.4412e-11 6.628e-12 9.274e-12 9.6108e-12 7.0822e-12 6.398e-12 6.2962e-12 7.4386e-12 7.2641e-12 6.8995e-12 8.557e-12 5.6899e-12 7.7685e-12 7.1719e-12 1.1277e-11 7.5584e-12 6.5775e-12 6.7206e-12 6.6992e-12 4.2834e-12 3.6285e-12 3.6603e-12 3.6627e-12 4.0957e-12 2.7079e-12 2.8606e-12 3.1657e-12 3.4185e-12 3.7736e-12 3.6645e-12 3.8953e-12 2.6956e-12 2.6971e-12 2.7396e-12 2.7091e-12 3.0899e-12 2.7336e-12 2.944e-12 3.1057e-12
2.3308e-11 2.3031e-11 1.3308e-11 1.9015e-11 1.969e-11 1.3532e-11 1.1475e-11 1.5536e-11 9.7872e-12 1.683e-11 1.2555e-11 1.7607e-11 2.2846e-11 1.5582e-11 1.665e-11 1.3108e-11 1.1526e-11 1.7406e-11 1.7977e-11 1.2666e-11 1.3064e-11 1.2098e-11 1.7468e-11 2.0276e-11 1.7145e-11 2.5859e-11 1.3141e-11 1.5175e-11 1.157e-11 1.7024e-11 1.4421e-11 1.0061e-11 1.4147e-11 1.3701e-11 1.6762e-11 8.1263e-12 1.2639e-11 1.7346e-11 1.5908e-11 2.2495e-11 1.5766e-11 2.5626e-11 1.6166e-11 1.2478e-11 1.305e-11 1.6866e-11 2.7351e-11 2.4188e-11 1.108e-11 1.2652e-11 1.2632e-11 9.7908e-12 1.0069e-11 1.1721e-11 9.4994e-12 9.7474e-12 1.012e-11 1.4667e-11 6.5262e-12 1.8338e-11 1.217e-11 1.2686e-11 8.9777e-12 8.7257e-12 1.4319e-11 6.855e-12 2.0305e-11 7.9049e-12 1.1668e-11 6.3022e-12 6.555e-12 8.0668e-12 9.17e-12 6.3075e-12 7.2649e-12 5.2665e-12 6.1772e-12 9.8166e-12 9.3487e-12 7.5849e-12 6.2775e-12 6.3618e-12 1.1369e-11 4.2691e-12 5.1504e-12 7.3304e-12 1.1611e-11 7.919e-12 7.9506e-12 8.6265e-12 8.1142e-12 6.7844e-12 9.5231e-12 6.549e-12 6.7116e-12 9.0766e-12 1.1302e-11 1.2152e-11 1.387e-11 8.2897e-12 8.3337e-12 9.8537e-12 5.8435e-12 1.104e-11 8.748e-12 6.4544e-12 9.3056e-12 8.7571e-12 6.3654e-12 5.3899e-12 6.6825e-12 6.6845e-12 4.6171e-12 9.0006e-12 5.1701e-12 5.5544e-12 7.8909e-12 8.7425e-12 4.5911e-12 4.9937e-12 7.431e-12 6.181e-12 5.3458e-12 5.241e-12 5.8363e-12 5.4908e-12 5.0432e-12 3.8172e-12 3.6226e-12 6.0673e-12 3.7643e-12 3.757e-12 3.8097e-12 3.7114e-12 4.1573e-12 4.5639e-12 2.9434e-12 3.3052e-12 2.9724e-12 3.2049e-12 4.1128e-12 3.2852e-12 2.5654e-12 2.9735e-12
2.5364e-11 1.8055e-11 2.1283e-11 1.8048e-11 1.6162e-11 1.578e-11 1.7881e-11 1.9967e-11 1.6857e-11 1.6706e-11 2.3074e-11 1.9025e-11 2.0311e-11 1.0964e-11 1.3447e-11 9.0486e-12 2.4643e-11 1.6982e-11 1.7209e-11 1.2745e-11 1.3407e-11 1.4992e-11 1.5998e-11 1.0298e-11 1.1606e-11 1.1116e-11 1.5036e-11 9.3973e-12 2.0243e-11 9.2276e-12 1.4713e-11 1.0025e-11 1.6005e-11 1.344e-11 1.6466e-11 1.2776e-11 1.2768e-11 2.1986e-11 9.4399e-12 2.0517e-11 1.4553e-11 2.4969e-11 8.6328e-12 8.7467e-12 1.7896e-11 8.6414e-12 1.6741e-11 1.1174e-11 2.0578e-11 1.6712e-11 1.0734e-11 1.6919e-11 1.9831e-11 9.3603e-12 1.1639e-11 1.3763e-11 1.2261e-11 1.1782e-11 1.379e-11 1.4592e-11 1.3881e-11 7.9516e-12 1.0371e-11 1.1692e-11 8.224e-12 6.752e-12 1.0081e-11 7.6095e-12 6.8969e-12 7.1494e-12 1.2823e-11 6.2425e-12 7.1977e-12 7.6565e-12 9.172e-12 6.102e-12 7.5029e-12 6.5314e-12 6.2972e-12 7.1232e-12 7.5293e-12 7.2017e-12 8.1073e-12 5.8638e-12 8.5089e-12 1.215e-11 1.0574e-11 7.793e-12 1.1542e-11 1.3001e-11 8.5033e-12 1.0817e-11 7.7694e-12 1.1002e-11 9.8125e-12 8.9595e-12 7.2433e-12 9.6733e-12 1.2653e-11 9.5628e-12 8.7417e-12 1.486e-11 1.3515e-11 1.16e-11 1.0776e-11 1.6353e-11 7.5533e-12 9.7219e-12 6.3512e-12 8.1014e-12 5.7709e-12 6.9935e-12 1.2767e-11 8.1875e-12 6.6538e-12 5.4838e-12 8.0439e-12 8.342e-12 5.9102e-12 7.1498e-12 1.1033e-11 8.4732e-12 7.1657e-12 5.4804e-12 6.4292e-12 6.6839e-12 3.4925e-12 3.736e-12 5.8668e-12 3.5772e-12 3.6064e-12 4.5161e-12 3.0779e-12 4.3717e-12 4.1366e-12 4.1879e-12 3.086e-12 4.1804e-12 3.1168e-12 3.401e-12 3.4518e-12 3.1948e-12 3.7068e-12 2.4982e-12
1.7074e-11 1.6761e-11 1.5049e-11 1.761e-11 1.5478e-11 1.2881e-11 1.9063e-11 1.514e-11 1.3118e-11 1.7838e-11 1.5034e-11 1.4613e-11 1.7519e-11 1.7263e-11 1.6397e-11 1.4938e-11 1.1745e-11 1.4553e-11 1.8245e-11 1.805e-11 1.5876e-11 1.7215e-11 1.6846e-11 2.2051e-11 1.5098e-11 9.2012e-12 2.1901e-11 2.4177e-11 7.5073e-12 1.3876e-11 1.7199e-11 1.1955e-11 1.5121e-11 1.8139e-11 1.6734e-11 1.6237e-11 2.0058e-11 3.1919e-11 2.0597e-11 1.7901e-11 2.0682e-11 8.7041e-12 1.5007e-11 1.4866e-11 1.7532e-11 1.7224e-11 1.3517e-11 9.9995e-12 9.4303e-12 1.744e-11 1.7008e-11 1.4432e-11 7.071e-12 1.341e-11 8.2872e-12 1.1576e-11 8.9954e-12 7.4551e-12 6.6518e-12 9.6434e-12 7.7492e-12 1.0575e-11 7.7848e-12 1.0686e-11 1.2335e-11 1.0316e-11 8.7831e-12 9.8544e-12 8.4847e-12 9.3697e-12 8.4477e-12 1.0437e-11 6.9953e-12 8.4442e-12 6.8161e-12 7.0615e-12 9.6595e-12 7.9139e-12 6.2854e-12 8.6548e-12 1.1073e-11 7.8512e-12 6.1127e-12 1.0634e-11 7.1064e-12 5.7252e-12 7.9403e-12 1.0078e-11 8.3277e-12 5.8593e-12 6.9265e-12 8.4804e-12 1.2391e-11 5.9156e-12 7.0285e-12 8.5828e-12 1.0045e-11 1.0621e-11 5.9806e-12 7.0183e-12 8.9886e-12 9.1156e-12 8.6061e-12 1.3014e-11 8.414e-12 1.0293e-11 1.5782e-11 1.0426e-11 1.3242e-11 6.7816e-12 7.2172e-12 8.7109e-12 9.6364e-12 7.0995e-12 8.5658e-12 8.4712e-12 6.712e-12 5.4487e-12 6.2326e-12 7.7588e-12 7.7967e-12 5.2713e-12 5.9437e-12 3.4512e-12 4.4418e-12 3.2582e-12 3.0916e-12 3.774e-12 3.6949e-12 3.4913e-12 3.9556e-12 3.3758e-12 2.8866e-12 6.3677e-12 4.0675e-12 2.9069e-12 3.5839e-12 3.9236e-12 3.3924e-12 2.9332e-12 5.504e-12 3.2421e-12 3.6609e-12 3.9808e-12
1.1131e-11 1.2233e-11 2.034e-11 1.4509e-11 1.3435e-11 1.4059e-11 1.6258e-11 1.3414e-11 1.6432e-11 1.6332e-11 1.4153e-11 1.7784e-11 1.7141e-11 1.2596e-11 1.8463e-11 1.2624e-11 1.7547e-11 1.5733e-11 1.9829e-11 1.0704e-11 1.4981e-11 2.0742e-11 1.046e-11 1.45e-11 1.1713e-11 1.3429e-11 1.4883e-11 1.7706e-11 2.0061e-11 1.7535e-11 1.2823e-11 1.4496e-11 1.281e-11 2.3826e-11 1.1448e-11 1.7387e-11 1.1348e-11 1.438e-11 1.8023e-11 1.8818e-11 1.16e-11 1.7017e-11 1.733e-11 1.4102e-11 2.0606e-11 9.4706e-12 9.7306e-12 7.2066e-12 1.3939e-11 9.1692e-12 7.1198e-12 9.181e-12 7.0257e-12 6.0454e-12 1.0889e-11 9.5052e-12 8.2705e-12 1.7827e-11 9.6332e-12 9.3707e-12 9.8795e-12 7.0478e-12 8.3974e-12 9.831e-12 1.006e-11 1.0819e-11 1.005e-11 1.1219e-11 7.8029e-12 8.8426e-12 1.2499e-11 1.1504e-11 5.9813e-12 7.1966e-12 7.3387e-12 1.0026e-11 9.5107e-12 6.7695e-12 8.7458e-12 1.0163e-11 5.6218e-12 7.925e-12 7.3886e-12 7.5699e-12 7.7994e-12 6.271e-12 8.3783e-12 1.1182e-11 7.3802e-12 5.531e-12 8.382e-12 6.4082e-12 4.4533e-12 5.8658e-12 6.7398e-12 8.0394e-12 7.9352e-12 8.0346e-12 8.6344e-12 8.7663e-12 6.9412e-12 7.8596e-12 7.0203e-12 5.7295e-12 1.1708e-11 7.4088e-12 7.3618e-12 7.7925e-12 8.5551e-12 9.6135e-12 8.9626e-12 9.5914e-12 5.0267e-12 4.0487e-12 8.6861e-12 7.2353e-12 6.169e-12 5.2542e-12 7.3189e-12 8.7425e-12 6.5287e-12 4.615e-12 4.097e-12 4.2616e-12 4.7192e-12 3.8326e-12 3.7161e-12 3.1607e-12 4.0363e-12 2.7747e-12 3.6437e-12 4.2794e-12 3.3581e-12 3.1978e-12 4.7777e-12 3.8661e-12 3.152e-12 3.4197e-12 2.8341e-12 4.213e-12 2.9534e-12 4.9588e-12 3.7956e-12 3.8899e-12
2.6866e-11 1.9071e-11 1.6897e-11 1.9488e-11 1.6182e-11 1.1896e-11 1.9094e-11 1.2014e-11 2.1719e-11 1.6281e-11 1.0938e-11 1.2333e-11 1.0037e-11 1.5383e-11 1.5365e-11 8.1062e-12 1.812e-11 1.5706e-11 1.1806e-11 1.3161e-11 1.7746e-11 1.3602e-11 1.6529e-11 1.5041e-11 8.3977e-12 9.5839e-12 1.7328e-11 1.3057e-11 1.0299e-11 1.5268e-11 2.6056e-11 7.9932e-12 2.3888e-11 1.3332e-11 1.6335e-11 1.2172e-11 1.8238e-11 2.3814e-11 1.0298e-11 1.4714e-11 1.4934e-11 1.3103e-11 9.9893e-12 6.7834e-12 1.4186e-11 1.0287e-11 1.5895e-11 9.0157e-12 1.1099e-11 2.3843e-11 1.3764e-11 1.3386e-11 1.4526e-11 1.0553e-11 1.2287e-11 8.1414e-12 8.4438e-12 1.4735e-11 1.9321e-11 1.0236e-11 1.7363e-11 7.7576e-12 1.1135e-11 1.1108e-11 8.6284e-12 9.5395e-12 1.2959e-11 8.7186e-12 8.822e-12 6.8033e-12 1.0478e-11 9.3775e-12 6.9413e-12 7.2169e-12 8.6914e-12 6.646e-12 9.4873e-12 4.3624e-12 1.0222e-11 6.5647e-12 6.3241e-12 6.8455e-12 5.876e-12 5.7948e-12 5.5823e-12 9.0524e-12 9.7955e-12 9.6068e-12 1.0991e-11 7.3344e-12 9.0837e-12 8.0557e-12 1.0274e-11 8.8507e-12 8.5948e-12 8.5555e-12 7.5618e-12 7.765e-12 1.4594e-11 9.4928e-12 9.4682e-12 8.252e-12 9.9952e-12 9.619e-12 1.0221e-11 8.8666e-12 7.0845e-12 7.6829e-12 1.153e-11 1.0407e-11 8.3412e-12 7.7929e-12 6.4897e-12 4.9063e-12 5.331e-12 5.014e-12 6.5111e-12 6.624e-12 1.0322e-11 5.1916e-12 8.0356e-12 5.7591e-12 7.8021e-12 5.7002e-12 5.2551e-12 4.2046e-12 5.5906e-12 4.9011e-12 4.0056e-12 4.0566e-12 4.1825e-12 3.4887e-12 3.0104e-12 2.6219e-12 4.4583e-12 2.9715e-12 3.4266e-12 3.1988e-12 3.2985e-12 3.0719e-12 3.165e-12 2.8611e-12 3.5573e-12 2.9927e-12
3.8268e-11 4.3739e-11 2.837e-11 1.8062e-11 2.442e-11 2.3066e-11 2.0048e-11 2.3017e-11 1.7682e-11 1.7475e-11 2.4556e-11 1.507e-11 2.3978e-11 1.5849e-11 1.6271e-11 1.075e-11 1.4846e-11 2.0893e-11 1.5468e-11 1.6052e-11 1.468e-11 1.2526e-11 1.8256e-11 1.3276e-11 1.1667e-11 1.4732e-11 1.514e-11 1.0612e-11 1.6739e-11 1.9753e-11 9.9129e-12 1.758e-11 2.2328e-11 7.2371e-12 1.5153e-11 2.7402e-11 2.0839e-11 1.3486e-11 2.3854e-11 1.8222e-11 1.7286e-11 1.8058e-11 1.7589e-11 1.5002e-11 1.3479e-11 2.5892e-11 1.451e-11 1.9436e-11 1.7057e-11 1.5153e-11 1.1029e-11 1.9171e-11 1.0621e-11 8.3833e-12 7.9808e-12 2.1311e-11 1.6767e-11 1.2606e-11 1.3769e-11 2.3519e-11 1.087e-11 8.0233e-12 2.078e-11 1.8936e-11 1.6225e-11 1.3222e-11 7.2933e-12 6.9064e-12 7.7006e-12 8.6133e-12 8.107e-12 1.0853e-11 1.0177e-11 9.388e-12 8.2597e-12 5.47e-12 9.3933e-12 4.802e-12 6.5169e-12 8.3654e-12 7.5042e-12 5.7329e-12 5.4565e-12 4.8189e-12 7.3092e-12 5.5555e-12 5.0666e-12 6.9084e-12 8.1813e-12 6.3298e-12 6.9149e-12 8.6077e-12 1.2438e-11 9.586e-12 1.4303e-11 7.9116e-12 1.23e-11 7.5231e-12 9.6791e-12 9.2736e-12 1.0102e-11 7.945e-12 8.7966e-12 1.1342e-11 9.9256e-12 9.7276e-12 9.8175e-12 7.5335e-12 8.7788e-12 1.1104e-11 8.0894e-12 1.0213e-11 7.9033e-12 9.6756e-12 1.3899e-11 1.0478e-11 6.519e-12 8.245e-12 1.3905e-11 5.0168e-12 5.7434e-12 7.9712e-12 7.535e-12 7.4099e-12 6.6488e-12 7.0992e-12 6.411e-12 3.5915e-12 3.9296e-12 3.4533e-12 2.9616e-12 4.2015e-12 3.2624e-12 2.6832e-12 3.209e-12 2.6257e-12 2.7616e-12 3.1093e-12 2.5804e-12 3.4928e-12 2.5646e-12 1.8981e-12 2.6852e-12 2.7682e-12
3.2396e-11 5.3151e-11 5.5096e-11 2.9976e-11 3.6148e-11 2.5301e-11 3.185e-11 3.2243e-11 1.7119e-11 2.3958e-11 2.0362e-11 1.7078e-11 2.5291e-11 2.1287e-11 1.5301e-11 1.8526e-11 1.2606e-11 1.3418e-11 1.3526e-11 1.2263e-11 1.9816e-11 1.0933e-11 1.5326e-11 1.2602e-11 1.0695e-11 1.3735e-11 8.9594e-12 1.0616e-11 1.313e-11 1.6295e-11 9.7594e-12 1.3218e-11 9.1983e-12 1.8419e-11 1.3396e-11 1.9117e-11 1.5634e-11 1.2207e-11 1.7195e-11 1.9145e-11 1.697e-11 2.0896e-11 1.8904e-11 1.8976e-11 1.3584e-11 1.9525e-11 2.1035e-11 1.5127e-11 9.2652e-12 1.5345e-11 1.8105e-11 1.2532e-11 1.0469e-11 1.6168e-11 2.1131e-11 1.5911e-11 1.96e-11 9.3077e-12 1.6709e-11 1.248e-11 6.6677e-12 2.0889e-11 7.3873e-12 1.183e-11 1.3214e-11 1.2653e-11 1.0365e-11 1.3257e-11 6.5369e-12 9.807e-12 6.8347e-12 1.1879e-11 1.3094e-11 8.2319e-12 5.8186e-12 1.1381e-11 8.1696e-12 7.6401e-12 5.3701e-12 6.1502e-12 4.6549e-12 5.3718e-12 6.3226e-12 6.77e-12 4.907e-12 5.1334e-12 7.4405e-12 3.15e-12 4.1011e-12 3.0372e-12 5.8468e-12 7.038e-12 5.7998e-12 8.717e-12 9.1399e-12 9.5553e-12 7.9868e-12 9.4334e-12 6.7324e-12 1.1053e-11 7.2838e-12 8.7528e-12 1.0652e-11 1.2519e-11 8.6735e-12 8.11e-12 1.0772e-11 1.312e-11 7.5867e-12 9.911e-12 9.1681e-12 9.3386e-12 1.3612e-11 5.8093e-12 7.5458e-12 1.0411e-11 9.0586e-12 7.663e-12 7.2579e-12 5.8254e-12 4.7097e-12 6.495e-12 7.6544e-12 6.5826e-12 4.2817e-12 4.7552e-12 5.4851e-12 3.4759e-12 6.3742e-12 2.9034e-12 4.6858e-12 5.4753e-12 2.8082e-12 2.8297e-12 2.9392e-12 2.2834e-12 2.3813e-12 2.9265e-12 2.7608e-12 2.7706e-12 3.9957e-12 1.8858e-12 1.931e-12 1.691e-12
2.8166e-11 3.6681e-11 2.5804e-11 2.0123e-11 2.5819e-11 2.5729e-11 2.3052e-11 2.2865e-11 2.0884e-11 2.4909e-11 1.593e-11 2.2979e-11 2.2399e-11 1.9931e-11 1.1731e-11 1.4548e-11 1.5005e-11 1.2145e-11 1.2767e-11 1.5395e-11 1.0125e-11 1.189e-11 1.2534e-11 1.0386e-11 1.2512e-11 1.4006e-11 1.0576e-11 1.4014e-11 1.7001e-11 1.4462e-11 1.1541e-11 1.7442e-11 1.5288e-11 9.2489e-12 1.1272e-11 1.4751e-11 1.3024e-11 1.8389e-11 1.1382e-11 1.5631e-11 1.2122e-11 1.7655e-11 2.2401e-11 2.0507e-11 1.4336e-11 1.8161e-11 2.4074e-11 8.939e-12 1.5073e-11 1.8412e-11 1.3124e-11 1.3003e-11 1.2615e-11 6.8237e-12 1.4219e-11 1.5408e-11 1.2143e-11 1.2745e-11 1.9844e-11 1.4698e-11 1.8516e-11 8.6875e-12 1.4162e-11 1.1981e-11 2.4869e-11 2.2155e-11 8.9224e-12 1.4202e-11 9.0982e-12 1.3826e-11 8.9046e-12 6.4082e-12 6.8628e-12 9.6602e-12 8.1459e-12 5.977e-12 6.0493e-12 7.0834e-12 7.1197e-12 5.9149e-12 5.6223e-12 7.3599e-12 5.4891e-12 6.6327e-12 6.3473e-12 4.9961e-12 4.9614e-12 4.8176e-12 8.0176e-12 7.1421e-12 1.0108e-11 8.6127e-12 1.1761e-11 6.8095e-12 1.1041e-11 7.6942e-12 1.1043e-11 7.0808e-12 7.5161e-12 9.4297e-12 9.7243e-12 6.6139e-12 7.9036e-12 9.7993e-12 8.9307e-12 1.1094e-11 7.2602e-12 1.4323e-11 1.175e-11 8.5681e-12 8.7386e-12 6.506e-12 7.5871e-12 8.4131e-12 7.0566e-12 1.0275e-11 6.5699e-12 1.0274e-11 9.1685e-12 5.7923e-12 7.7557e-12 9.1811e-12 6.7991e-12 7.0264e-12 8.6345e-12 4.4795e-12 5.1084e-12 3.8596e-12 3.2012e-12 2.9121e-12 3.6195e-12 4.4608e-12 3.0015e-12 3.1735e-12 3.0573e-12 3.125e-12 2.4654e-12 2.8081e-12 3.3774e-12 3.6248e-12 2.8683e-12 2.5126e-12 3.1983e-12 2.2774e-12
