6.25288	9.37932	12.50576 15.6322 18.75864 
0.218	0.1804	0.1391	0.1325	0.1857
0.6062	0.63915	0.65525	0.6776	0.66	
0.1173	0.1163	0.1135	0.1135	0.1182
0.1251 0.1339  0.1212  0.1359 0.1414
0.2601 0.333   0.3682  0.4076 0.4465
