3.12644 6.25288	9.37932	12.50576 15.6322 18.75864 21.88508
0.2262	0.2243	0.1894	0.1993	0.1856	0.1805	0.1729
0.2771	0.2356	0.2259	0.1961	0.2144	0.1954	0.1861
0.5253	0.5104	0.5409	0.5603	0.576	0.5919	0.5928
0.5205	0.5143	0.539	0.5576	0.5774	0.5866	0.5985
0.0696	0.1251	0.1339	0.1212	0.1359	0.1414	0.1185
0.212	0.26	0.333	0.368	0.4076	0.4465	0.475
0.1928	0.1741	0.1824	0.1628	0.1813 0.1757	0.0
0.2047	0.2545	0.3291	0.37	0.4195	0.4472	0.0
0.1173	0.1173	0.1173	0.1173	0.1173	0.1173	0.1173
