1.56322	3.12644	6.25288	9.37932	12.50576 15.6322	18.75864	25.01152
0.5044	0.2568	0.218	0.1804	0.1391	0.1325	0.1714	0.1398
0.7469	0.619	0.6062	0.63915	0.65525	0.6776	0.6885	0.709
0.1173	0.1173	0.1173	0.1163	0.1135	0.1135	0.1182	0.1144
