1.2216e-11 8.7595e-12 1.8963e-11 1.1063e-11 1.124e-11 1.2315e-11 2.3831e-11 1.9629e-11 2.3077e-11 9.7931e-12 1.0234e-11 1.3417e-11 1.3951e-11 1.5496e-11 1.5108e-11 1.9698e-11 1.9086e-11 1.3338e-11 6.2412e-12 1.8171e-11 3.0478e-11 2.0309e-11 2.1984e-11 1.9028e-11 1.4845e-11 7.0303e-12 8.4445e-12 1.6529e-11 5.8464e-12 6.9128e-12 1.0919e-11 9.901e-12 2.7041e-11 8.5885e-12 2.3442e-11 1.818e-11 6.6137e-12 6.467e-12 5.9434e-12 1.2394e-11 1.2125e-11 1.1275e-11 1.0485e-11 8.9297e-12 1.5363e-11 2.964e-11 7.1637e-12 1.1339e-11 9.2162e-12 7.7556e-12 1.0389e-11 1.7017e-11 1.1561e-11 1.0699e-11 4.9237e-12 9.8183e-12 5.6196e-12 2.3317e-11 6.0323e-12 1.1815e-11 4.2229e-12 3.6959e-12 5.2593e-12 3.4793e-12 2.7858e-12 2.585e-12 3.2336e-12 4.5361e-12 6.2415e-12 1.9394e-12 2.8963e-12 3.8708e-12
2.0646e-11 1.9148e-11 1.0724e-11 2.2744e-11 1.0291e-11 8.4352e-12 2.8147e-11 1.5258e-11 1.4758e-11 2.6527e-11 9.8747e-12 8.9111e-12 1.3434e-11 1.9074e-11 1.9762e-11 2.3926e-11 2.0394e-11 2.0991e-11 1.345e-11 1.1969e-11 1.3564e-11 1.3869e-11 1.2027e-11 1.7604e-11 1.8631e-11 7.5217e-12 1.4809e-11 2.3752e-11 7.3314e-12 9.0088e-12 1.1662e-11 7.6045e-12 1.5942e-11 2.2929e-11 9.2317e-12 1.1103e-11 4.8119e-12 5.9631e-12 7.0688e-12 4.3466e-12 9.8854e-12 6.4439e-12 8.5175e-12 2.4435e-11 5.5907e-12 8.4641e-12 4.1722e-12 6.217e-12 6.6475e-12 6.3391e-12 1.0284e-11 5.766e-12 4.3441e-12 9.1968e-12 5.2335e-12 5.7018e-12 3.8617e-12 6.3758e-12 3.3509e-11 2.1371e-11 5.9181e-12 6.7966e-12 5.6635e-12 1.8823e-11 4.8589e-12 2.9925e-12 3.3411e-12 2.7597e-12 2.9223e-12 6.4983e-12 3.3954e-12 2.5669e-12
1.918e-11 1.8275e-11 2.139e-11 1.3267e-11 2.4215e-11 2.6412e-11 1.7927e-11 2.1149e-11 1.267e-11 2.6675e-11 1.2542e-11 1.1514e-11 1.6523e-11 1.3809e-11 1.6926e-11 6.8037e-12 2.9459e-11 1.1401e-11 1.3113e-11 1.4088e-11 1.0821e-11 1.9712e-11 9.5401e-12 1.3721e-11 2.12e-11 1.174e-11 2.4861e-11 2.2576e-11 8.9101e-12 7.6448e-12 1.1516e-11 1.0141e-11 8.6462e-12 9.6315e-12 1.5764e-11 1.2963e-11 7.3639e-12 1.2087e-11 8.527e-12 6.0604e-12 5.3471e-12 5.9699e-12 1.2136e-11 1.5576e-11 1.1382e-11 1.7079e-11 1.0584e-11 8.0452e-12 5.4728e-12 7.7225e-12 9.8444e-12 8.4832e-12 5.8791e-12 5.9079e-12 4.7499e-12 9.3517e-12 5.2796e-12 4.028e-12 6.8132e-12 2.6337e-11 8.7641e-12 3.85e-12 3.0115e-12 5.7381e-12 4.0942e-12 4.1265e-12 4.1881e-12 6.4932e-12 2.8542e-12 2.8658e-12 2.3815e-12 3.4714e-12
1.9939e-11 1.7625e-11 1.0593e-11 2.5617e-11 2.0486e-11 1.8285e-11 2.1191e-11 9.7245e-12 1.2942e-11 1.7665e-11 1.5136e-11 1.0781e-11 1.2952e-11 1.1267e-11 1.7427e-11 1.1052e-11 1.0401e-11 1.0811e-11 1.0395e-11 1.8646e-11 1.043e-11 1.6446e-11 1.2693e-11 1.0345e-11 1.247e-11 1.5238e-11 1.3788e-11 2.4716e-11 1.8268e-11 8.1908e-12 8.7856e-12 7.1585e-12 9.3849e-12 6.6214e-12 8.4406e-12 1.6236e-11 8.3299e-12 9.4078e-12 5.9053e-12 5.357e-12 4.9007e-12 9.8408e-12 5.8229e-12 3.1861e-11 1.5605e-11 7.347e-12 3.2529e-11 1.0562e-11 1.8814e-11 8.0429e-12 5.4064e-12 9.6356e-12 6.4291e-12 4.0607e-12 6.472e-12 8.5165e-12 4.1402e-12 6.8685e-12 7.6921e-12 1.3178e-11 3.8332e-12 1.156e-11 4.066e-12 4.1905e-12 2.5397e-12 4.5773e-12 1.2928e-11 4.0386e-12 3.1541e-12 3.1195e-12 2.6558e-12 2.8503e-12
1.6909e-11 1.9237e-11 8.8403e-12 3.0852e-11 8.973e-12 2.526e-11 1.031e-11 1.9178e-11 2.9588e-11 9.1293e-12 1.0982e-11 1.3497e-11 1.0586e-11 1.1276e-11 1.9306e-11 1.2069e-11 1.144e-11 1.882e-11 1.1297e-11 1.6109e-11 1.9982e-11 2.6083e-11 1.6004e-11 1.4857e-11 1.3596e-11 8.3454e-12 1.5868e-11 1.3983e-11 6.6966e-12 8.0091e-12 6.1952e-12 8.6375e-12 6.6314e-12 7.8361e-12 6.6828e-12 6.0055e-12 6.7802e-12 5.1829e-12 4.6621e-12 3.4227e-11 8.2353e-12 9.1067e-12 5.4659e-12 7.5379e-12 1.4101e-11 8.9501e-12 7.8712e-12 6.1127e-12 1.139e-11 1.6926e-11 1.0707e-11 1.6915e-11 1.0499e-11 1.8981e-11 5.3477e-12 5.0069e-12 6.8902e-12 6.361e-12 3.6831e-12 6.2167e-12 5.1247e-12 4.055e-12 2.9053e-11 3.2368e-12 3.5263e-12 3.8904e-12 3.144e-12 3.1137e-12 3.309e-12 8.371e-12 3.1252e-12 3.4381e-12
1.0045e-11 2.7005e-11 2.0862e-11 1.2344e-11 2.0034e-11 1.4169e-11 2.6146e-11 1.1408e-11 1.1875e-11 1.5648e-11 1.1129e-11 2.6563e-11 1.0718e-11 1.2545e-11 1.4219e-11 2.1761e-11 2.8087e-11 2.0687e-11 1.601e-11 1.8316e-11 1.2228e-11 1.0307e-11 2.2392e-11 2.0643e-11 2.1452e-11 1.7025e-11 8.6935e-12 7.9418e-12 7.7868e-12 7.2762e-12 6.205e-12 7.4476e-12 7.4148e-12 1.2831e-11 6.1429e-12 1.8455e-11 3.6935e-11 5.9591e-12 4.9479e-12 5.4616e-12 1.5842e-11 1.2245e-11 6.0458e-12 4.371e-12 6.9851e-12 1.3482e-11 5.466e-12 7.0066e-12 2.7253e-11 5.5243e-12 1.0541e-11 3.2457e-11 7.5607e-12 7.0804e-12 8.7541e-12 4.7795e-12 5.1286e-12 5.8534e-12 6.3444e-12 7.8156e-12 4.8362e-12 4.0096e-12 5.7117e-12 2.997e-12 3.1995e-12 6.4477e-12 3.7137e-12 2.6852e-12 3.6176e-12 3.4673e-12 3.0609e-12 2.9967e-12
2.1638e-11 1.3044e-11 1.1734e-11 1.8025e-11 1.3592e-11 9.6909e-12 9.6918e-12 9.5173e-12 1.0996e-11 1.0582e-11 1.4255e-11 3.3273e-11 1.1025e-11 1.1111e-11 2.1429e-11 7.9377e-12 1.3963e-11 1.5426e-11 1.7984e-11 1.8645e-11 9.2789e-12 2.7427e-11 2.1715e-11 1.5811e-11 1.2775e-11 8.9943e-12 1.9652e-11 2.4811e-11 2.0142e-11 1.9056e-11 3.1746e-11 7.1813e-12 2.6516e-11 8.0482e-12 5.592e-12 1.3086e-11 3.6284e-11 5.7232e-12 6.5091e-12 4.9259e-12 5.6659e-12 3.7884e-12 1.1264e-11 1.8726e-11 1.7901e-11 3.5104e-12 1.981e-11 6.0697e-12 5.2249e-12 8.1017e-12 2.2898e-11 1.8188e-11 9.5782e-12 6.2206e-12 4.93e-12 5.2095e-12 6.8258e-12 5.1671e-12 1.1611e-11 4.6939e-12 7.1566e-12 6.2442e-12 3.2864e-12 3.8771e-12 6.4417e-12 2.7698e-12 2.8733e-12 3.8125e-12 1.6606e-11 2.872e-12 2.6765e-12 2.2084e-11
2.2047e-11 1.605e-11 3.4375e-11 1.6962e-11 1.5262e-11 1.4236e-11 1.5308e-11 1.4269e-11 1.8804e-11 1.3968e-11 2.5587e-11 9.4218e-12 1.277e-11 8.7991e-12 1.4121e-11 2.002e-11 8.1471e-12 1.5189e-11 1.0021e-11 1.7788e-11 1.1992e-11 2.8527e-11 2.72e-11 1.272e-11 1.7836e-11 2.1115e-11 1.7191e-11 2.7629e-11 2.4708e-11 7.0451e-12 1.2561e-11 1.6254e-11 5.2888e-12 2.1481e-11 1.0797e-11 7.8404e-12 7.4577e-12 5.5332e-12 5.7074e-12 4.4881e-12 7.4891e-12 4.4642e-12 5.8182e-12 6.9694e-12 6.3566e-12 5.1087e-12 8.0706e-12 7.9374e-12 7.4349e-12 8.6075e-12 5.4668e-12 8.4676e-12 8.6929e-12 7.0713e-12 1.4168e-11 6.626e-12 5.3942e-12 6.0214e-12 5.7764e-12 5.9404e-12 7.2313e-12 6.0258e-12 3.9094e-12 4.9401e-12 4.9736e-12 2.5423e-12 3.4852e-12 3.3067e-12 2.7795e-12 6.6432e-12 2.6134e-12 2.9001e-12
3.5772e-11 1.8016e-11 2.3418e-11 3.4313e-11 1.9121e-11 1.2027e-11 1.1821e-11 7.8843e-12 1.1463e-11 3.0922e-11 2.1204e-11 2.203e-11 8.1369e-12 1.5014e-11 1.6851e-11 7.988e-12 1.7737e-11 1.4992e-11 1.7521e-11 1.6078e-11 1.4695e-11 1.0926e-11 1.0481e-11 1.6008e-11 2.6051e-11 1.2786e-11 1.4446e-11 1.5735e-11 6.2396e-12 1.946e-11 1.5291e-11 2.1549e-11 8.6905e-12 1.2127e-11 7.0716e-12 3.945e-12 5.9259e-12 8.5882e-12 4.6081e-12 3.6596e-12 2.3558e-11 3.2144e-12 5.0486e-12 2.6895e-12 1.3866e-11 4.9028e-12 6.3123e-12 7.1152e-12 7.9459e-12 5.6556e-12 1.4684e-11 6.4161e-12 8.8731e-12 6.0632e-12 2.8784e-11 6.8096e-12 6.6355e-12 1.2822e-11 4.6082e-12 1.0178e-11 7.7943e-12 2.8977e-12 5.1543e-12 4.4966e-12 4.1757e-12 2.1984e-12 9.5978e-12 3.5257e-12 2.8874e-12 2.7693e-12 2.451e-12 1.7772e-12
1.8921e-11 1.8792e-11 1.7773e-11 1.8657e-11 3.6864e-11 1.7612e-11 1.2469e-11 1.4371e-11 2.5766e-11 2.5907e-11 2.2224e-11 1.6405e-11 1.1225e-11 1.8756e-11 2.0405e-11 2.3139e-11 1.0041e-11 1.1326e-11 1.9209e-11 1.6189e-11 1.981e-11 1.579e-11 1.4844e-11 2.7179e-11 1.1265e-11 1.8985e-11 2.3612e-11 1.9762e-11 2.4878e-11 7.3226e-12 1.1961e-11 1.8535e-11 1.9116e-11 2.3903e-11 6.5842e-12 5.673e-12 5.5386e-12 6.6543e-12 6.1813e-12 6.3315e-12 4.5707e-12 3.7242e-12 5.8402e-12 5.1129e-12 8.9023e-12 8.945e-12 5.0188e-12 1.2454e-11 7.1452e-12 6.1334e-12 1.5152e-11 8.9702e-12 1.9716e-11 7.2877e-12 5.9513e-12 7.2002e-12 4.7522e-12 7.5295e-12 6.7777e-12 8.7455e-12 1.6242e-11 3.7517e-12 4.7536e-12 3.4385e-12 2.3665e-12 2.6594e-12 3.1602e-12 2.5138e-12 2.7584e-12 1.8388e-11 1.1836e-11 1.7367e-12
